original_utterance,normalized_utterance,chatbot_response,locale,audio_s3_uri,response_hash,utterance_hash,approval_type,approved_by,input_text,response_text,intent
잠깐만 다른 데 알아보고 있어서요.,,"""네, 알겠습니다! 간단하게 말씀드리면, 고객님이 보험사 연결해주시면 **다이렉트 금액**으로 수수료는 최대 **7%** 지급해드립니다. 문자로 자세한 내용 보내드릴게요""",ko-KR,s3://tts-bucket-250810/ko-KR/1bd4f1a7fb75a69e.wav,1bd4f1a7fb75a69e,3c7f5b68371b02ef,chatbot_response,batch_approval_script,잠깐만 다른 데 알아보고 있어서요.,"""네, 알겠습니다! 간단하게 말씀드리면, 고객님이 보험사 연결해주시면 **다이렉트 금액**으로 수수료는 최대 **7%** 지급해드립니다. 문자로 자세한 내용 보내드릴게요""",other
음 회의 중이에요.,,"""네, 알겠습니다! 간단하게 문자로 자세한 내용을 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/26cf4fe8f684eb94.wav,26cf4fe8f684eb94,9efee0dfc813c9f0,chatbot_response,batch_approval_script,음 회의 중이에요.,"""네, 알겠습니다! 간단하게 문자로 자세한 내용을 보내드릴게요. 감사합니다""",other
잠깐만 회의 중이라 잠시 힘들어요,,"""네, 알겠습니다! 간단하게 문자로 정보 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/55dab08d81c95a52.wav,55dab08d81c95a52,0c2b5b295619c5de,chatbot_response,batch_approval_script,잠깐만 회의 중이라 잠시 힘들어요,"""네, 알겠습니다! 간단하게 문자로 정보 보내드릴게요. 감사합니다""",other
음 지금은 통화가 어려워요,,"""네, 알겠습니다! 간단한 정보 문자 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/3b261ffebf3e769a.wav,3b261ffebf3e769a,4f8f9ff32c882065,chatbot_response,batch_approval_script,음 지금은 통화가 어려워요,"""네, 알겠습니다! 간단한 정보 문자 보내드릴게요. 감사합니다""",other
이번에는 패스할게요,,"""네, 알겠습니다! 간단한 정보 문자로 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/16b12e5de03dc8b6.wav,16b12e5de03dc8b6,e863c9ffacf7fc60,chatbot_response,batch_approval_script,이번에는 패스할게요,"""네, 알겠습니다! 간단한 정보 문자로 보내드릴게요. 감사합니다""",rejection
지금 바빠서 나중에 부탁드립니다,,"""네, 알겠습니다! 간단한 정보는 문자로 보내드릴게요. 나중에 편하실 때 확인해 주세요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/0a2ac860893a1432.wav,0a2ac860893a1432,4c4d4a9753a245a2,chatbot_response,batch_approval_script,지금 바빠서 나중에 부탁드립니다,"""네, 알겠습니다! 간단한 정보는 문자로 보내드릴게요. 나중에 편하실 때 확인해 주세요. 감사합니다""",rejection
실례지만 회의 중이라 잠시 힘들어요,,"""네, 알겠습니다! 간단한 홍보 문구 문자로 보내드릴게요. 필요하실 때 연락 주시면 언제든지 도와드리겠습니다. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/e1ffd3f7cc3ccd53.wav,e1ffd3f7cc3ccd53,374696cfe1c0c1a8,chatbot_response,batch_approval_script,실례지만 회의 중이라 잠시 힘들어요,"""네, 알겠습니다! 간단한 홍보 문구 문자로 보내드릴게요. 필요하실 때 연락 주시면 언제든지 도와드리겠습니다. 감사합니다""",other
음 바꿀 생각 없어요.,,"""네, 알겠습니다! 간단한 홍보 문구 보내드릴게요. 많은 고객님들에게 도움이 될 수 있으니 확인 부탁드립니다! ✉️""",ko-KR,s3://tts-bucket-250810/ko-KR/af1519743bed1206.wav,af1519743bed1206,5e2d7b2eb783e6d1,chatbot_response,batch_approval_script,음 바꿀 생각 없어요.,"""네, 알겠습니다! 간단한 홍보 문구 보내드릴게요. 많은 고객님들에게 도움이 될 수 있으니 확인 부탁드립니다! ✉️""",other
지금은 이번에는 패스할게요,,"""네, 알겠습니다! 간단한 홍보 문구와 제안 내용 문자로 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/85283455620bf9b3.wav,85283455620bf9b3,b715ff70c8097aaa,chatbot_response,batch_approval_script,지금은 이번에는 패스할게요,"""네, 알겠습니다! 간단한 홍보 문구와 제안 내용 문자로 보내드릴게요. 감사합니다""",rejection
실례지만 지금은 통화가 어려워요,,"""네, 알겠습니다! 간단히 말씀드리면, 고객님께서 소개해주신 자동차보험 고객에게 **수수료**를 지급해드리는 제안이 있습니다. 📩 자세한 내용은 문자로 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/633b2566e5d8bcfa.wav,633b2566e5d8bcfa,dda7010a754c0535,chatbot_response,batch_approval_script,실례지만 지금은 통화가 어려워요,"""네, 알겠습니다! 간단히 말씀드리면, 고객님께서 소개해주신 자동차보험 고객에게 **수수료**를 지급해드리는 제안이 있습니다. 📩 자세한 내용은 문자로 보내드릴게요. 감사합니다""",other
어 지금 바빠요.,,"""네, 알겠습니다! 간단히 말씀드리면, 고객님을 소개해주시면 최대 7%의 수수료를 드립니다. 자세한 내용은 문자로 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/f8d7552a87f573ff.wav,f8d7552a87f573ff,740f5c0595942f8f,chatbot_response,batch_approval_script,어 지금 바빠요.,"""네, 알겠습니다! 간단히 말씀드리면, 고객님을 소개해주시면 최대 7%의 수수료를 드립니다. 자세한 내용은 문자로 보내드릴게요. 감사합니다""",other
실례지만 지금 바빠요.,,"""네, 알겠습니다! 간단히 말씀드리면, 저희는 고객님께서 소개해 주신 자동차보험에 대해 최대 7% 수수료를 지급하고 있습니다. 명함 문자로 보내드릴게요! 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/0e17b80a060c6cc4.wav,0e17b80a060c6cc4,b9dc6a2318d532d7,chatbot_response,batch_approval_script,실례지만 지금 바빠요.,"""네, 알겠습니다! 간단히 말씀드리면, 저희는 고객님께서 소개해 주신 자동차보험에 대해 최대 7% 수수료를 지급하고 있습니다. 명함 문자로 보내드릴게요! 감사합니다""",other
잠깐만 지금은 통화가 어려워요,,"""네, 알겠습니다! 간단히 말씀드리자면, 고객님들이 자동차보험을 가입하실 때 소개해주시면 광고비를 드리는 혜택이 있습니다. 문자로 자세한 내용 보내드릴까요""",ko-KR,s3://tts-bucket-250810/ko-KR/c4059be8a3f1a957.wav,c4059be8a3f1a957,2765390a20763131,chatbot_response,batch_approval_script,잠깐만 지금은 통화가 어려워요,"""네, 알겠습니다! 간단히 말씀드리자면, 고객님들이 자동차보험을 가입하실 때 소개해주시면 광고비를 드리는 혜택이 있습니다. 문자로 자세한 내용 보내드릴까요""",other
아 지금 바빠요.,,"""네, 알겠습니다! 간단히 문자로 내용 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/55b017feb9752719.wav,55b017feb9752719,538691246f6cb8b1,chatbot_response,batch_approval_script,아 지금 바빠요.,"""네, 알겠습니다! 간단히 문자로 내용 보내드릴게요. 감사합니다""",other
어 안 할래요.,,"""네, 알겠습니다! 간단히 홍보 문구 보내드릴게요. 연락주시면 언제든지 도와드리겠습니다. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/1cf7cd46c65ba7e9.wav,1cf7cd46c65ba7e9,7734e4d635950231,chatbot_response,batch_approval_script,어 안 할래요.,"""네, 알겠습니다! 간단히 홍보 문구 보내드릴게요. 연락주시면 언제든지 도와드리겠습니다. 감사합니다""",other
죄송하지만 관심이 없어 연락은 여기까지 부탁드려요,,"""네, 알겠습니다! 관심 가져주셔서 감사합니다. 필요하실 때 언제든지 연락 주세요. 좋은 하루 되세요""",ko-KR,s3://tts-bucket-250810/ko-KR/005634111086940f.wav,005634111086940f,f65ca2884f25fd22,chatbot_response,batch_approval_script,죄송하지만 관심이 없어 연락은 여기까지 부탁드려요,"""네, 알겠습니다! 관심 가져주셔서 감사합니다. 필요하실 때 언제든지 연락 주세요. 좋은 하루 되세요""",other
혹시 생각해보겠습니다.,,"""네, 알겠습니다! 관심 주셔서 감사합니다. 문자로도 자세한 내용 보내드릴게요. 😊""",ko-KR,s3://tts-bucket-250810/ko-KR/23015b7188e7a99a.wav,23015b7188e7a99a,c1e86211142702e0,chatbot_response,batch_approval_script,혹시 생각해보겠습니다.,"""네, 알겠습니다! 관심 주셔서 감사합니다. 문자로도 자세한 내용 보내드릴게요. 😊""",other
음 생각해보겠습니다.,,"""네, 알겠습니다! 궁금한 점 있으시면 언제든지 연락주세요. 명함 문자로 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/dc60d586166deeca.wav,dc60d586166deeca,f93f7443fde200f4,chatbot_response,batch_approval_script,음 생각해보겠습니다.,"""네, 알겠습니다! 궁금한 점 있으시면 언제든지 연락주세요. 명함 문자로 보내드릴게요. 감사합니다""",other
죄송하지만 제가 회의중이라서요,,"""네, 알겠습니다! 귀찮게 해드려서 죄송합니다. 간단한 정보 문자 발송해드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/68f5a596d70a695d.wav,68f5a596d70a695d,c2cff764ed0e76a7,chatbot_response,batch_approval_script,죄송하지만 제가 회의중이라서요,"""네, 알겠습니다! 귀찮게 해드려서 죄송합니다. 간단한 정보 문자 발송해드릴게요. 감사합니다""",other
지금은 나중에 다시 연락 드려도 될까요,,"""네, 알겠습니다! 나중에 다시 연락드려도 괜찮습니다. 카톡으로 내용을 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/77f82a7a02597752.wav,77f82a7a02597752,aa20f9af0bdb023a,chatbot_response,batch_approval_script,지금은 나중에 다시 연락 드려도 될까요,"""네, 알겠습니다! 나중에 다시 연락드려도 괜찮습니다. 카톡으로 내용을 보내드릴게요. 감사합니다""",rejection
잠깐만 나중에 다시 전화 주세요.,,"""네, 알겠습니다! 나중에 다시 연락드리겠습니다. 카톡으로 간단한 내용도 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/34d06c91cfd61a77.wav,34d06c91cfd61a77,6b28ad3a2df40ea1,chatbot_response,batch_approval_script,잠깐만 나중에 다시 전화 주세요.,"""네, 알겠습니다! 나중에 다시 연락드리겠습니다. 카톡으로 간단한 내용도 보내드릴게요. 감사합니다""",rejection
죄송하지만 나중에 다시 전화 주세요.,,"""네, 알겠습니다! 나중에 다시 연락드리겠습니다. 카톡으로 내용 남겨드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/9bf3c5c83f9b358a.wav,9bf3c5c83f9b358a,58acb38789e6e256,chatbot_response,batch_approval_script,죄송하지만 나중에 다시 전화 주세요.,"""네, 알겠습니다! 나중에 다시 연락드리겠습니다. 카톡으로 내용 남겨드릴게요. 감사합니다""",rejection
잠깐만 나중에 연락드릴게요.,,"""네, 알겠습니다! 나중에 연락 주시면 빠르게 도와드리겠습니다. 카톡으로도 내용 다시 남겨드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/ebe0326b4a43e333.wav,ebe0326b4a43e333,1803553ef9d8bfc9,chatbot_response,batch_approval_script,잠깐만 나중에 연락드릴게요.,"""네, 알겠습니다! 나중에 연락 주시면 빠르게 도와드리겠습니다. 카톡으로도 내용 다시 남겨드릴게요. 감사합니다""",rejection
혹시 나중에 통화해요.,,"""네, 알겠습니다! 나중에 편하실 때 연락주세요. 카톡으로 내용도 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/157a6a3cd3784378.wav,157a6a3cd3784378,4539f908b50f5792,chatbot_response,batch_approval_script,혹시 나중에 통화해요.,"""네, 알겠습니다! 나중에 편하실 때 연락주세요. 카톡으로 내용도 보내드릴게요. 감사합니다""",rejection
음 지금 바빠서 나중에 부탁드립니다,,"""네, 알겠습니다! 나중에 편하실 때 연락주시면 상세히 안내해드리겠습니다. 문자로 정보도 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/8cdc58e1c95465d5.wav,8cdc58e1c95465d5,bdaa025e300ea7d6,chatbot_response,batch_approval_script,음 지금 바빠서 나중에 부탁드립니다,"""네, 알겠습니다! 나중에 편하실 때 연락주시면 상세히 안내해드리겠습니다. 문자로 정보도 보내드릴게요. 감사합니다""",rejection
어 나중에 다시 전화 주세요.,,"""네, 알겠습니다! 내용을 카톡으로 남겨드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/7a8360419089f7a1.wav,7a8360419089f7a1,63598087878fce40,chatbot_response,batch_approval_script,어 나중에 다시 전화 주세요.,"""네, 알겠습니다! 내용을 카톡으로 남겨드릴게요. 감사합니다""",rejection
죄송하지만 문자로 보내주세요.,,"""네, 알겠습니다! 명함과 정보를 문자로 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/41ac860150400af5.wav,41ac860150400af5,65fb9f470a2ccf3f,chatbot_response,batch_approval_script,죄송하지만 문자로 보내주세요.,"""네, 알겠습니다! 명함과 정보를 문자로 보내드릴게요. 감사합니다""",fallback
실례지만 나중에 연락드릴게요.,,"""네, 알겠습니다! 문자로 간단한 정보 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/e77926222287db55.wav,e77926222287db55,82301b97bf5bb463,chatbot_response,batch_approval_script,실례지만 나중에 연락드릴게요.,"""네, 알겠습니다! 문자로 간단한 정보 보내드릴게요. 감사합니다""",rejection
죄송하지만 지금 바빠서 나중에 부탁드립니다,,"""네, 알겠습니다! 바쁘신 가운데 연락 주셔서 감사합니다. 저희 차집사에 대한 정보 문자로 보내드릴게요. 나중에 확인해보세요! 😊""",ko-KR,s3://tts-bucket-250810/ko-KR/bcc45720686b55ce.wav,bcc45720686b55ce,ce4684365223dd1d,chatbot_response,batch_approval_script,죄송하지만 지금 바빠서 나중에 부탁드립니다,"""네, 알겠습니다! 바쁘신 가운데 연락 주셔서 감사합니다. 저희 차집사에 대한 정보 문자로 보내드릴게요. 나중에 확인해보세요! 😊""",rejection
죄송하지만 상담중입니다,,"""네, 알겠습니다! 바쁘신 중에 연락드려 죄송합니다. 필요하시면 언제든지 연락주세요. 문자로 간단한 정보 보내드릴게요! 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/2ea7104e8d817e1d.wav,2ea7104e8d817e1d,3984702aadba8f8a,chatbot_response,batch_approval_script,죄송하지만 상담중입니다,"""네, 알겠습니다! 바쁘신 중에 연락드려 죄송합니다. 필요하시면 언제든지 연락주세요. 문자로 간단한 정보 보내드릴게요! 감사합니다""",other
아 지금 바빠서 나중에 부탁드립니다,,"""네, 알겠습니다! 바쁘신 중에 연락드려서 죄송합니다. 제가 카톡으로 간단한 내용 남겨드릴게요. 필요하실 때 언제든지 연락 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/867a4296760da581.wav,867a4296760da581,b80648a54f09e1a5,chatbot_response,batch_approval_script,아 지금 바빠서 나중에 부탁드립니다,"""네, 알겠습니다! 바쁘신 중에 연락드려서 죄송합니다. 제가 카톡으로 간단한 내용 남겨드릴게요. 필요하실 때 언제든지 연락 주세요""",rejection
잠깐만 비교해보고 싶어요.,,"""네, 알겠습니다! 비교 후 궁금한 점이나 도움이 필요하시면 언제든지 연락주세요. 문자로 간단한 정보도 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/db4d857c6c0e6c31.wav,db4d857c6c0e6c31,629c450f6f518841,chatbot_response,batch_approval_script,잠깐만 비교해보고 싶어요.,"""네, 알겠습니다! 비교 후 궁금한 점이나 도움이 필요하시면 언제든지 연락주세요. 문자로 간단한 정보도 보내드릴게요. 감사합니다""",other
잠깐만 생각해보겠습니다.,,"""네, 알겠습니다! 생각해보시고 궁금한 점이 생기시면 언제든지 연락주세요. 문자로 자세한 내용도 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/6eb3213414ed06fc.wav,6eb3213414ed06fc,30133b3e00708b78,chatbot_response,batch_approval_script,잠깐만 생각해보겠습니다.,"""네, 알겠습니다! 생각해보시고 궁금한 점이 생기시면 언제든지 연락주세요. 문자로 자세한 내용도 보내드릴게요. 감사합니다""",other
아 제가 연락드릴게요.,,"""네, 알겠습니다! 언제든지 연락 주시면 빠르게 도와드리겠습니다. 카톡으로도 내용을 남겨드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/86cfc5986113c76d.wav,86cfc5986113c76d,d933a2e1d59c7d5d,chatbot_response,batch_approval_script,아 제가 연락드릴게요.,"""네, 알겠습니다! 언제든지 연락 주시면 빠르게 도와드리겠습니다. 카톡으로도 내용을 남겨드릴게요. 감사합니다""",other
어 제가 연락드릴게요.,,"""네, 알겠습니다! 언제든지 연락 주시면 빠르게 진행해드리겠습니다. 카톡으로 내용 다시 안내드릴게요. 감사합니다! 😊""",ko-KR,s3://tts-bucket-250810/ko-KR/ba24404a62313096.wav,ba24404a62313096,f5efbe8f311f5ee3,chatbot_response,batch_approval_script,어 제가 연락드릴게요.,"""네, 알겠습니다! 언제든지 연락 주시면 빠르게 진행해드리겠습니다. 카톡으로 내용 다시 안내드릴게요. 감사합니다! 😊""",other
아 나중에 전화드리겠습니다,,"""네, 알겠습니다! 언제든지 편하실 때 연락 주세요. 감사합니다! 📞""",ko-KR,s3://tts-bucket-250810/ko-KR/0055c02cbcede61e.wav,0055c02cbcede61e,e785396c6b5dfbdb,chatbot_response,batch_approval_script,아 나중에 전화드리겠습니다,"""네, 알겠습니다! 언제든지 편하실 때 연락 주세요. 감사합니다! 📞""",rejection
혹시 나중에 다시 전화 주세요.,,"""네, 알겠습니다! 제 번호 저장해 두셨다가 견적 문의 있으실 때 연락 주시면 빠르게 도와드리겠습니다. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/9a667b307b81c7b7.wav,9a667b307b81c7b7,f5475f45fe158ccb,chatbot_response,batch_approval_script,혹시 나중에 다시 전화 주세요.,"""네, 알겠습니다! 제 번호 저장해 두셨다가 견적 문의 있으실 때 연락 주시면 빠르게 도와드리겠습니다. 감사합니다""",rejection
지금은 지금 시간이 안 돼요.,,"""네, 알겠습니다! 제가 오늘 문자로 간단한 정보 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/e2653376454645b4.wav,e2653376454645b4,c3c1c2f0a1d3d412,chatbot_response,batch_approval_script,지금은 지금 시간이 안 돼요.,"""네, 알겠습니다! 제가 오늘 문자로 간단한 정보 보내드릴게요. 감사합니다""",other
혹시 이번에는 패스할게요,,"""네, 알겠습니다! 짧게나마 정보 드려서 감사드립니다. 명함 문자로 보내드릴게요. 도움이 필요하시면 언제든지 연락주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/03c468577ab2b1cc.wav,03c468577ab2b1cc,2088d2ab8bba3b47,chatbot_response,batch_approval_script,혹시 이번에는 패스할게요,"""네, 알겠습니다! 짧게나마 정보 드려서 감사드립니다. 명함 문자로 보내드릴게요. 도움이 필요하시면 언제든지 연락주세요""",rejection
실례지만 다른 데 알아보고 있어서요.,,"""네, 알겠습니다! 차집사와 함께하시면 **광고비 지급** 혜택이 있으니 참고해 주세요. 문자로 간단한 정보 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/2d46a9bb8a2cc547.wav,2d46a9bb8a2cc547,55356fa91f130423,chatbot_response,batch_approval_script,실례지만 다른 데 알아보고 있어서요.,"""네, 알겠습니다! 차집사와 함께하시면 **광고비 지급** 혜택이 있으니 참고해 주세요. 문자로 간단한 정보 보내드릴게요. 감사합니다""",other
아 나중에 다시 전화 주세요.,,"""네, 알겠습니다! 카톡으로 내용 다시 남겨드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/5619f2096253329d.wav,5619f2096253329d,00bcfb2f93cfde3b,chatbot_response,batch_approval_script,아 나중에 다시 전화 주세요.,"""네, 알겠습니다! 카톡으로 내용 다시 남겨드릴게요. 감사합니다""",rejection
제가 회의중이라서요,,"""네, 알겠습니다! 카톡으로 내용을 남겨드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/b06ca537d8717a4c.wav,b06ca537d8717a4c,0db0bc36a98d0e95,chatbot_response,batch_approval_script,제가 회의중이라서요,"""네, 알겠습니다! 카톡으로 내용을 남겨드릴게요. 감사합니다""",other
잠깐만 나중에 전화드리겠습니다,,"""네, 알겠습니다! 필요하실 때 언제든지 연락 주세요. 감사합니다! 😊""",ko-KR,s3://tts-bucket-250810/ko-KR/4809c8efef3c2a60.wav,4809c8efef3c2a60,544781ba563255bd,chatbot_response,batch_approval_script,잠깐만 나중에 전화드리겠습니다,"""네, 알겠습니다! 필요하실 때 언제든지 연락 주세요. 감사합니다! 😊""",rejection
지금은 나중에 전화드리겠습니다,,"""네, 알겠습니다! 필요하실 때 언제든지 연락 주세요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/511f7df48d547c51.wav,511f7df48d547c51,f00feb811851996d,chatbot_response,batch_approval_script,지금은 나중에 전화드리겠습니다,"""네, 알겠습니다! 필요하실 때 언제든지 연락 주세요. 감사합니다""",rejection
나중에 통화해요,,"""네, 알겠습니다! 필요하실 때 언제든지 연락 주세요. 문자로 내용도 보내드릴게요. 감사합니다!""",ko-KR,s3://tts-bucket-250810/ko-KR/2b17c740e8b847ed.wav,2b17c740e8b847ed,1b3db9700c0bfe42,chatbot_response,batch_approval_script,나중에 통화해요,"""네, 알겠습니다! 필요하실 때 언제든지 연락 주세요. 문자로 내용도 보내드릴게요. 감사합니다!""",rejection
음 나중에 통화해요.,,"""네, 알겠습니다! 필요하실 때 언제든지 연락 주세요. 카톡으로도 내용을 보내드릴게요. 감사합니다! 😊""",ko-KR,s3://tts-bucket-250810/ko-KR/21a09b6d62b2b696.wav,21a09b6d62b2b696,deaf7d12f5784331,chatbot_response,batch_approval_script,음 나중에 통화해요.,"""네, 알겠습니다! 필요하실 때 언제든지 연락 주세요. 카톡으로도 내용을 보내드릴게요. 감사합니다! 😊""",rejection
지금은 아닙니다,,"""네, 알겠습니다! 필요하실 때 언제든지 연락주세요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/29d6933da0bfb27c.wav,29d6933da0bfb27c,341bc351f046963b,chatbot_response,batch_approval_script,지금은 아닙니다,"""네, 알겠습니다! 필요하실 때 언제든지 연락주세요. 감사합니다""",other
아 나중에 통화해요.,,"""네, 알겠습니다! 필요하실 때 언제든지 연락주세요. 문자로 간단한 내용도 보내드릴게요. 감사합니다! 😊""",ko-KR,s3://tts-bucket-250810/ko-KR/a1f28c516cd80ab7.wav,a1f28c516cd80ab7,5b5805fe0991e498,chatbot_response,batch_approval_script,아 나중에 통화해요.,"""네, 알겠습니다! 필요하실 때 언제든지 연락주세요. 문자로 간단한 내용도 보내드릴게요. 감사합니다! 😊""",rejection
어 나중에 통화해요.,,"""네, 알겠습니다! 필요하실 때 언제든지 연락주세요. 문자로 정보도 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/38fce59678ada46a.wav,38fce59678ada46a,441fb8008ad579a9,chatbot_response,batch_approval_script,어 나중에 통화해요.,"""네, 알겠습니다! 필요하실 때 언제든지 연락주세요. 문자로 정보도 보내드릴게요. 감사합니다""",rejection
혹시 나중에 연락드릴게요.,,"""네, 알겠습니다! 필요하실 때 언제든지 연락주세요. 카톡으로 내용 보내드릴게요. 감사합니다! 😊""",ko-KR,s3://tts-bucket-250810/ko-KR/44dda80491004726.wav,44dda80491004726,1d4218d311c48769,chatbot_response,batch_approval_script,혹시 나중에 연락드릴게요.,"""네, 알겠습니다! 필요하실 때 언제든지 연락주세요. 카톡으로 내용 보내드릴게요. 감사합니다! 😊""",rejection
잠깐만 제가 연락드릴게요.,,"""네, 알겠습니다! 필요하실 때 언제든지 연락주세요. 카톡으로 자세한 내용도 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/d1a8b6d51a4420fc.wav,d1a8b6d51a4420fc,1fa9078f60b3706b,chatbot_response,batch_approval_script,잠깐만 제가 연락드릴게요.,"""네, 알겠습니다! 필요하실 때 언제든지 연락주세요. 카톡으로 자세한 내용도 보내드릴게요. 감사합니다""",other
잠깐만 나중에 통화해요.,,"""네, 알겠습니다! 필요하실 때 언제든지 연락주세요. 📱 카톡으로 내용도 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/8ed7e8a95b660f47.wav,8ed7e8a95b660f47,49361caf14dc46e3,chatbot_response,batch_approval_script,잠깐만 나중에 통화해요.,"""네, 알겠습니다! 필요하실 때 언제든지 연락주세요. 📱 카톡으로 내용도 보내드릴게요. 감사합니다""",rejection
실례지만 제가 연락드릴게요.,,"""네, 알겠습니다! 필요한 정보나 궁금한 점 있으시면 언제든지 연락주시면 됩니다. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/dd52dfd30ee23226.wav,dd52dfd30ee23226,403770282602ab10,chatbot_response,batch_approval_script,실례지만 제가 연락드릴게요.,"""네, 알겠습니다! 필요한 정보나 궁금한 점 있으시면 언제든지 연락주시면 됩니다. 감사합니다""",other
죄송하지만 최근에 갱신했어요.,,"""네, 알겠습니다! 필요할 때 언제든지 연락 주시면 좋겠습니다. 간단한 홍보 문구와 함께 문자 발송해드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/a33d836b10071b2f.wav,a33d836b10071b2f,b437f6932569317d,chatbot_response,batch_approval_script,죄송하지만 최근에 갱신했어요.,"""네, 알겠습니다! 필요할 때 언제든지 연락 주시면 좋겠습니다. 간단한 홍보 문구와 함께 문자 발송해드릴게요. 감사합니다""",other
잠깐만 제가 회의중이라서요,,"""네, 알겠습니다! 회의 후에 편하실 때 연락 주시면 됩니다. 카톡으로 내용 간단히 남겨드릴게요! 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/16134266efa272cf.wav,16134266efa272cf,fcff429bfd6bbd94,chatbot_response,batch_approval_script,잠깐만 제가 회의중이라서요,"""네, 알겠습니다! 회의 후에 편하실 때 연락 주시면 됩니다. 카톡으로 내용 간단히 남겨드릴게요! 감사합니다""",other
지금은 필요 없어요.,,"""네, 알겠습니다. 간단하게 광고 내용 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/9269aac1503d9270.wav,9269aac1503d9270,197e08c3f6184217,chatbot_response,batch_approval_script,지금은 필요 없어요.,"""네, 알겠습니다. 간단하게 광고 내용 보내드릴게요. 감사합니다""",other
잠깐만 지금 바빠요.,,"""네, 알겠습니다. 간단하게 말씀드리면, 고객님들 자동차보험을 소개해주시면 최대 7% 수수료를 지급해드려요. 카톡으로 자세한 내용 보내드릴게요. 감사합니다! 💌""",ko-KR,s3://tts-bucket-250810/ko-KR/9f5a9a3fec172e16.wav,9f5a9a3fec172e16,c460d106f3d765e6,chatbot_response,batch_approval_script,잠깐만 지금 바빠요.,"""네, 알겠습니다. 간단하게 말씀드리면, 고객님들 자동차보험을 소개해주시면 최대 7% 수수료를 지급해드려요. 카톡으로 자세한 내용 보내드릴게요. 감사합니다! 💌""",other
실례지만 회의 중이에요.,,"""네, 알겠습니다. 간단하게 말씀드리면, 자동차 보험 고객 소개 시 광고비를 드리는 내용입니다. 자세한 내용은 문자로 보내드릴게요. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/e3d769d9c450668d.wav,e3d769d9c450668d,0a404f4e4578035b,chatbot_response,batch_approval_script,실례지만 회의 중이에요.,"""네, 알겠습니다. 간단하게 말씀드리면, 자동차 보험 고객 소개 시 광고비를 드리는 내용입니다. 자세한 내용은 문자로 보내드릴게요. 감사합니다""",other
