"utterance_hash","locale","alias_of","approval_type","approved_by","audio_s3_uri","cached_text","chatbot_response","contact_id","created_at","inbox_id","key_type","legacy_hash","migrated_at","migrated_from","normalized_at","normalized_utterance","notes","num_hits","original_utterance","response_hash","status","tts_text","updated_at"
"4140e19a56ac7bbac13701bb7053ea478a12668704bc5fe0b68140591cd03287","ko-KR","18b0f0506186a143","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/4140e19a56ac7bbac13701bb7053ea478a12668704bc5fe0b68140591cd03287.wav","""아니요, 지금 바로 가입은 어렵습니다. 고객님을 소개해주시면, 가입한 고객님의 보험사로 직접 연결해드리고, 수수료는 익일 오후에 지급해드립니다.""","""아니요, 지금 바로 가입은 어렵습니다. 고객님을 소개해주시면, 가입한 고객님의 보험사로 직접 연결해드리고, 수수료는 익일 오후에 지급해드립니다""","","1758865129","","response","","","","","","","","","","approved","","1759119333"
"5d8414481926c3a3","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/e9756c922b33d56e.wav","""네, 감사합니다! 비교견적 요청만 주시면 CU 편의점 상품권을 지급해드리니, 편하신 시간에 연락 주세요. 자세한 내용 안내해드리겠습니다!""","""네, 감사합니다! 비교견적 요청만 주시면 cu 편의점 상품권을 지급해드리니, 편하신 시간에 연락 주세요. 자세한 내용 안내해드리겠습니다""","test-1138","1758860504","29f92ee40ba048d2b4d0bbaeadbe5dd9","","","","","","","batch approval - user hash cache","0","음 비교해보고 싶어요.","e9756c922b33d56e","approved","","1759195239"
"8a5a1ccac94c49d1","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/c8f974bc644ddbfd.wav","""아니에요, 함정 없습니다! 저희는 고객님께 직접 보험가입을 연결해 드리고, 광고비를 지급하는 시스템이에요. 간단하고 투명하게 진행됩니다.""","""아니에요, 함정 없습니다! 저희는 고객님께 직접 보험가입을 연결해 드리고, 광고비를 지급하는 시스템이에요. 간단하고 투명하게 진행됩니다""","test-839","1758871100","e25dfffe274546a4b5dfdb5266530672","","","","","","","batch approval - user hash cache","0","잠깐만 함정이 있는 거 아니에요?","c8f974bc644ddbfd","approved","","1759194360"
"dfa0aac1d2707a1f","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/ef537901ece9a3ad.wav","""네, 저희 차집사는 믿을 수 있는 다이렉트 자동차보험 비교견적 서비스입니다. 삼성과 제휴되어 있으며, 많은 딜러님들이 이용하고 있습니다. 추가 문의 있으시면 언제든지 말씀해 주세요!""","""네, 저희 차집사는 믿을 수 있는 다이렉트 자동차보험 비교견적 서비스입니다. 삼성과 제휴되어 있으며, 많은 딜러님들이 이용하고 있습니다. 추가 문의 있으시면 언제든지 말씀해 주세요""","test-849","1758862547","610f36e2f8d44fcf8fef584101143ccb","","","","","","","batch approval - user hash cache","0","혹시 검증된 곳인가요?","ef537901ece9a3ad","approved","","1759194360"
"c2e4e28eae8c4246","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/494a4cebf42ed831.wav","""네, 차집사는 다이렉트 자동차보험 비교견적 서비스입니다. 고객님께 더 저렴하고 유리한 보험 상품을 제공해드려요.""","""네, 차집사는 다이렉트 자동차보험 비교견적 서비스입니다. 고객님께 더 저렴하고 유리한 보험 상품을 제공해드려요""","test-615","1758864485","604f9e2fa51b45dfa1be5eb781e79709","","","","","","","batch approval - user hash cache","0","실례지만 차집사요? 처음 들어보는데요.","494a4cebf42ed831","approved","","1759194360"
"445fb56547580235","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/9408b44ace5422b9.wav","소개료는 다음날 바로 지급해드립니다.","소개료는 다음날 바로 지급해드립니다","test-302","1758864148","0ed7a71c71504fdf8000612ab1bbc892","","","","","","","batch approval - user hash cache","0","실례지만 수수료는 언제 지급되나요?","9408b44ace5422b9","approved","","1759194360"
"550ea83ddf0271e4","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/534ac530a01acfb5.wav","괜찮습니다. 간단한 정보를 문자로 보내드릴게요. 감사합니다!","괜찮습니다. 간단한 정보를 문자로 보내드릴게요. 감사합니다","test-066","1758871107","9ec61fcf25f14eefbc04e317c6b0b93c","","","","","","","batch approval - user hash cache","0","죄송하지만 아닙니다","534ac530a01acfb5","approved","","1759194361"
"0c2f2753b127859d","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/4384d0af82a59e68.wav","""네, 가족과 상의하시는 건 좋은 방법입니다. 필요하신 정보나 궁금한 점이 있으시면 언제든지 연락 주세요. 문자로도 간단히 안내드릴 수 있습니다. 감사합니다!""","""네, 가족과 상의하시는 건 좋은 방법입니다. 필요하신 정보나 궁금한 점이 있으시면 언제든지 연락 주세요. 문자로도 간단히 안내드릴 수 있습니다. 감사합니다""","test-1214","1758857334","0222e83244384da2b676bd16a6d15dd1","","","","","","","batch approval - user hash cache","0","혹시 가족하고 상의해야 해서요.","4384d0af82a59e68","approved","","1759194361"
"1061c387695b5f77","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/ce4bc0f79bc30ac5.wav","""네, 문자로 보내드리겠습니다. 잠시만 기다려 주세요!""","""네, 문자로 보내드리겠습니다. 잠시만 기다려 주세요!""","test-023","1758767995","51b797442c4c4473bb20e7acca4ddd6e","","9785ee2c8b00149f","2025-09-25T03:27:30Z","9785ee2c8b00149f:ko-KR","2025-09-25T03:36:31Z","","batch approval - user hash cache","0","문자로 보내주세요","ce4bc0f79bc30ac5","approved","","1759195245"
"08b15cc050d9ec9d9b3fdc1f1466fc65cebb9bf75c68ade0c65d57fe9b40f9a0","ko-KR","2b029119693d5874","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/08b15cc050d9ec9d9b3fdc1f1466fc65cebb9bf75c68ade0c65d57fe9b40f9a0.wav","""네, 카카오톡으로도 가능합니다! 문자로 더 자세한 내용을 보내드릴까요?""","""네, 카카오톡으로도 가능합니다! 문자로 더 자세한 내용을 보내드릴까요""","","1758864779","","response","","","","","","","","","","approved","","1759119340"
"4bd24b42010216522d22ba8d0f97846a4d7d57534f92a6465a9ff425ceb17611","ko-KR","215cc1da3eae9c78","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/4bd24b42010216522d22ba8d0f97846a4d7d57534f92a6465a9ff425ceb17611.wav","죄송합니다. 간단한 정보 문자 발송해드리겠습니다. 도움이 필요하시면 언제든지 연락주세요. 감사합니다!","죄송합니다. 간단한 정보 문자 발송해드리겠습니다. 도움이 필요하시면 언제든지 연락주세요. 감사합니다","","1758860723","","response","","","","","","","","","","approved","","1759119349"
"2146b36cc9c720a91b94e36830da69c0ee95e978a76ada961e7ee52d2151cef3","ko-KR","48732e797561b1cb","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/2146b36cc9c720a91b94e36830da69c0ee95e978a76ada961e7ee52d2151cef3.wav","세금은 소개료 지급 시 원천징수세가 적용됩니다. 구체적인 세율은 딜러님께서 적용되는 세법에 따라 다를 수 있습니다. 추가적인 정보가 필요하시면 언제든지 문의해 주세요!","세금은 소개료 지급 시 원천징수세가 적용됩니다. 구체적인 세율은 딜러님께서 적용되는 세법에 따라 다를 수 있습니다. 추가적인 정보가 필요하시면 언제든지 문의해 주세요","","1758864384","","response","","","","","","","","","","approved","","1759119366"
"f099517910506502ceeb1c981ab80f698c8dd61d663b3b0d9528c0a00c23c346","ko-KR","f9a077ddd8639f7b","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/f099517910506502ceeb1c981ab80f698c8dd61d663b3b0d9528c0a00c23c346.wav","""네, 명함 문자로 보내드리겠습니다!""","""네, 명함 문자로 보내드리겠습니다""","","1758768469","","response","","","","","","","","","","approved","","1759119369"
"8a4e87fc5a65f8a2","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/c6e75a115acb7fbe.wav","""감사합니다! 그럼 구체적인 혜택과 절차를 안내해드리겠습니다. 고객님이 소개해주신 차량에 대해 보험 가입이 이루어지면, 수수료를 다음날 바로 지급해드리고, 차집사에서 제공하는 다양한 혜택도 함께 안내해드리겠습니다. 필요한 정보나 질문 있으시면 말씀해 주세요!""","""감사합니다! 그럼 구체적인 혜택과 절차를 안내해드리겠습니다. 고객님이 소개해주신 차량에 대해 보험 가입이 이루어지면, 수수료를 다음날 바로 지급해드리고, 차집사에서 제공하는 다양한 혜택도 함께 안내해드리겠습니다. 필요한 정보나 질문 있으시면 말씀해 주세요""","test-758","1758861784","b97469df94b74e6aabcf5e9a76538920","","","","","","","batch approval - user hash cache","0","어 괜찮은 것 같은데요.","c6e75a115acb7fbe","approved","","1759195271"
"dd656b19086d4efc","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/6ab9b0d9bca56322.wav","""네, 물론입니다! 문자나 카톡으로 안내해드릴 수 있습니다. 어떤 방법으로 원하시는지 말씀해주시면 바로 보내드리겠습니다.""","""네, 물론입니다! 문자나 카톡으로 안내해드릴 수 있습니다. 어떤 방법으로 원하시는지 말씀해주시면 바로 보내드리겠습니다""","test-266","1758856721","3b0e5a745f7040deaaaf221bc8709d13","","","","","","","batch approval - user hash cache","0","실례지만 문자나 카톡으로도 안내 받을 수 있나요","6ab9b0d9bca56322","approved","","1759195283"
"9f2caa17f433039d5bf0a24548808f348e76b44be6847bcd1cf1184b00d60f3d","ko-KR","269fd52a37887cd3","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/9f2caa17f433039d5bf0a24548808f348e76b44be6847bcd1cf1184b00d60f3d.wav","""네, 저희는 삼성과 제휴된 믿을 수 있는 회사입니다. 수수료 지급도 빠르고 간편하게 이루어집니다. 궁금하신 점 있으면 언제든지 질문해 주세요!""","""네, 저희는 삼성과 제휴된 믿을 수 있는 회사입니다. 수수료 지급도 빠르고 간편하게 이루어집니다. 궁금하신 점 있으면 언제든지 질문해 주세요""","","1758858414","","response","","","","","","","","","","approved","","1759119383"
"ab758d74feabe300","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/1c731159ba8e9b2d.wav","""죄송합니다, 개인정보는 알지 못합니다. 고객님과의 통화에서만 정보를 드리고 있습니다. 제가 제공하는 서비스와 혜택에 대해 안내드리고 있습니다!""","""죄송합니다, 개인정보는 알지 못합니다. 고객님과의 통화에서만 정보를 드리고 있습니다. 제가 제공하는 서비스와 혜택에 대해 안내드리고 있습니다""","test-1507","1758867073","e6a2bb49e8514bbdb3f51033f7a391f6","","","","","","","batch approval - user hash cache","0","실례지만 개인정보 어떻게 아신 거예요?","1c731159ba8e9b2d","approved","","1759194361"
"63598087878fce40","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/7a8360419089f7a1.wav","""네, 알겠습니다! 내용을 카톡으로 남겨드릴게요. 감사합니다!""","""네, 알겠습니다! 내용을 카톡으로 남겨드릴게요. 감사합니다""","test-500","1758866637","510e82a86d2647828ca600d198386fd7","","","","","","","batch approval - user hash cache","0","어 나중에 다시 전화 주세요.","7a8360419089f7a1","approved","","1759195290"
"3456334fc61e9538","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/34ca6f720cad0f89.wav","""네, 감사합니다. 필요한 정보 있으시면 언제든지 연락 주세요!""","""네, 감사합니다. 필요한 정보 있으시면 언제든지 연락 주세요""","test-1461","1758869094","0e3900258c134e2fb915bd277066e08c","","","","","","","batch approval - user hash cache","0","아 끊겠습니다.","34ca6f720cad0f89","approved","","1759195297"
"5471778dd5505bd776b140396ee7bb943b7e4040bb74c5ccdef2f5afcb938ed6","ko-KR","5471778dd5505bd7","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/5471778dd5505bd776b140396ee7bb943b7e4040bb74c5ccdef2f5afcb938ed6.wav","아 다이렉트는 까다롭잖아요.","아 다이렉트는 까다롭잖아요","","1758861504","","response","","","","","","","","","","approved","","1759119386"
"e0d7637c9711414f33dd72828c4f9f8c3e1d4670a15e6c2cac6260f23b3a9dfc","ko-KR","e0d7637c9711414f","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/e0d7637c9711414f33dd72828c4f9f8c3e1d4670a15e6c2cac6260f23b3a9dfc.wav","혹시 화가 나네요.","혹시 화가 나네요","","1758866399","","response","","","","","","","","","","approved","","1759119388"
"b0f6f98981133608653ad09a67c9c54679a38956cac371f6fa7eff7ba45badc0","ko-KR","1740b6de7e43af8b","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/b0f6f98981133608653ad09a67c9c54679a38956cac371f6fa7eff7ba45badc0.wav","앞으로 딜러님 담당은 제가 할 거라 인사차 연락드렸습니다. 필요한 사항 있으면 언제든지 말씀해 주세요!","앞으로 딜러님 담당은 제가 할 거라 인사차 연락드렸습니다. 필요한 사항 있으면 언제든지 말씀해 주세요","","1758868154","","response","","","","","","","","","","approved","","1759119399"
"6a7f5e525a4cc9ca","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/b41bd2ce173e9e40.wav","""좋습니다! 비교견적 요청 주시면 **CU 상품권**도 지급해드리고, 최적의 보험 상품을 안내해드리겠습니다. 어떤 차량에 대해 비교 원하시나요?""","""좋습니다! 비교견적 요청 주시면 **cu 상품권**도 지급해드리고, 최적의 보험 상품을 안내해드리겠습니다. 어떤 차량에 대해 비교 원하시나요""","test-1140","1758871449","f7788e43e4b34336b53a576a1a03c98f","","","","","","","batch approval - user hash cache","0","아 비교해보고 싶어요.","b41bd2ce173e9e40","approved","","1759195311"
"ff2fbcfdf634a44c33f7bd2458b1fc43aa3a92ce06131775a1950cca9c1fa769","ko-KR","658c54a89f826cac","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/ff2fbcfdf634a44c33f7bd2458b1fc43aa3a92ce06131775a1950cca9c1fa769.wav","""네, 현재 이용 중인 업체도 괜찮으시군요! 저희는 **최대 7% 수수료 조건**으로 진행하고 있으니, 나중에라도 비교해보시면 좋을 것 같아요. 😊 카톡으로 자세한 내용 보내드릴게요!""","""네, 현재 이용 중인 업체도 괜찮으시군요! 저희는 **최대 7% 수수료 조건**으로 진행하고 있으니, 나중에라도 비교해보시면 좋을 것 같아요. 😊 카톡으로 자세한 내용 보내드릴게요""","","1758860448","","response","","","","","","","","","","approved","","1759119415"
"cec63fd5be6b65a2119f0afc255e0e5748329f1d321e9bb84314415c01abca62","ko-KR","cec63fd5be6b65a2","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/cec63fd5be6b65a2119f0afc255e0e5748329f1d321e9bb84314415c01abca62.wav","죄송하지만 전화 그만 끊을게요.","죄송하지만 전화 그만 끊을게요","","1758865508","","response","","","","","","","","","","approved","","1759119419"
"dd82183923a3b42e","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/9a3dc0be10a15b4a.wav","죄송하지만 명함은 따로 제공해드리지 않아요. 대신 **차집사** 전화번호를 알려드릴게요. 1588-XXXX로 연락주시면 됩니다. 감사합니다!","죄송하지만 명함은 따로 제공해드리지 않아요. 대신 **차집사** 전화번호를 알려드릴게요. 1588-xxxx로 연락주시면 됩니다. 감사합니다","test-448","1758855891","5c1c3d15bc4c4915a69018a9e7f5b970","","","","","","","batch approval - user hash cache","0","아 담당자 연락처/명함 부탁드립니다","9a3dc0be10a15b4a","approved","","1759194362"
"9aff52ad5dd5a616efb713b502485995b19fabb03141f3c0b3f996785c8b40cf","ko-KR","b7d8d8784e8c14ec","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/9aff52ad5dd5a616efb713b502485995b19fabb03141f3c0b3f996785c8b40cf.wav","""고객님이 자동차를 판매하실 때 저희에게 소개해 주시면, 보험가입이 완료된 후 **수수료를 지급**해드립니다. 간단한 서류 절차만 거치면 되고, 다음날 바로 지급됩니다!""","""고객님이 자동차를 판매하실 때 저희에게 소개해 주시면, 보험가입이 완료된 후 **수수료를 지급**해드립니다. 간단한 서류 절차만 거치면 되고, 다음날 바로 지급됩니다""","","1758866316","","response","","","","","","","","","","approved","","1759119436"
"1f5add40fe833f75","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/d5f1012d6e949706.wav","""네, 알겠습니다. 간단히 말씀드리면, 자동차보험 고객 소개 시 최대 7%의 수수료를 지급합니다. 자세한 내용은 문자로 보내드릴게요. 감사합니다!""","""네, 알겠습니다. 간단히 말씀드리면, 자동차보험 고객 소개 시 최대 7%의 수수료를 지급합니다. 자세한 내용은 문자로 보내드릴게요. 감사합니다""","test-695","1758856144","3e7adffcc626430db9f654038d9f0fb5","","","","","","","batch approval - user hash cache","0","죄송하지만 시간이 없어서요.","d5f1012d6e949706","approved","","1759195326"
"09f2430eba742b0f","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/094cbb6a42933e40.wav","""네, 알겠습니다. 관심 가져주셔서 감사합니다. 나중에 필요하시면 언제든지 연락 주세요! 😊""","""네, 알겠습니다. 관심 가져주셔서 감사합니다. 나중에 필요하시면 언제든지 연락 주세요! 😊""","test-545","1758862338","3ffc22cd82db4c99a5238ce45074b7fa","","","","","","","batch approval - user hash cache","0","어 관심이 없어 연락은 여기까지 부탁드려요","094cbb6a42933e40","approved","","1759195335"
"4a87bcf74f161db22bc7d8c218a00f3d5789f5cce771581606e908989658a479","ko-KR","fcc8811f92230b32","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/4a87bcf74f161db22bc7d8c218a00f3d5789f5cce771581606e908989658a479.wav","가입 조건은 간단합니다! 고객님이 자동차를 판매할 때 저희에게 소개해 주시면 됩니다. 그러면 **수수료 최대 7%**를 지급해드려요. 추가로 궁금한 점 있으시면 말씀해 주세요!","가입 조건은 간단합니다! 고객님이 자동차를 판매할 때 저희에게 소개해 주시면 됩니다. 그러면 **수수료 최대 7%**를 지급해드려요. 추가로 궁금한 점 있으시면 말씀해 주세요","","1758867776","","response","","","","","","","","","","approved","","1759119452"
"63ba3156d0727dd9dcca02a248ffc45d2ac3cbb72a9814852286c97a10350634","ko-KR","e2e0bd48edf7e2aa","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/63ba3156d0727dd9dcca02a248ffc45d2ac3cbb72a9814852286c97a10350634.wav","""안녕하세요, 저는 차집사 다이렉트 상담원입니다. 자동차보험 비교견적 서비스를 제공하고 있습니다.""","""안녕하세요, 저는 차집사 다이렉트 상담원입니다. 자동차보험 비교견적 서비스를 제공하고 있습니다""","","1758867542","","response","","","","","","","","","","approved","","1759119461"
"80bbcf3e12c53ad7f8efecb359e69cdff537ba2c98415ef8f6a60fbcecee0731","ko-KR","968fdef5ce72c211","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/80bbcf3e12c53ad7f8efecb359e69cdff537ba2c98415ef8f6a60fbcecee0731.wav","성사 시에는 익일에 바로 지급해드립니다.","성사 시에는 익일에 바로 지급해드립니다","","1758767849","","response","","","","","","","","","","approved","","1759119466"
"bc62cdf21cf3ee25","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/48d040bef9975016.wav","""수수료는 최대 7%까지 지급해드리며, 기존 차량은 5%입니다.""","""수수료는 최대 7%까지 지급해드리며, 기존 차량은 5%입니다""","test-150","1758860490","1e521f8f0eff43d283ab809fee1abef4","","","","","","","batch approval - user hash cache","0","음 수수료가 얼마인가요?","48d040bef9975016","approved","","1759194363"
"c0f8e9cf98e8b4b87c96640b2159dd27c1ebf1ffa8a6d3c01459a2a5cac8e407","ko-KR","9760c3d616ca0e5b","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/c0f8e9cf98e8b4b87c96640b2159dd27c1ebf1ffa8a6d3c01459a2a5cac8e407.wav","안녕하세요~ 저는 차집사 상담원입니다. 자동차를 판매하실 때 고객을 소개해 주시면 광고비를 드리는 제안입니다.","안녕하세요~ 저는 차집사 상담원입니다. 자동차를 판매하실 때 고객을 소개해 주시면 광고비를 드리는 제안입니다","","1758871766","","response","","","","","","","","","","approved","","1759119478"
"bdd94ea6dbb9b3c3","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/438a812d52d1d717.wav","""네, 체결율이 **95% 이상**이라 많은 딜러분들이 함께 하고 계십니다. 좋은 조건으로 함께 하시면 이익이 크실 거예요!""","""네, 체결율이 **95% 이상**이라 많은 딜러분들이 함께 하고 계십니다. 좋은 조건으로 함께 하시면 이익이 크실 거예요""","test-373","1758868945","ae4470c8641547b589485d57f6cf0125","","","","","","","batch approval - user hash cache","0","아 다른 사람들도 많이 이용하나요?","438a812d52d1d717","approved","","1759194363"
"509a99938490d94a","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/c3f4f91f6325c600.wav","""가입 조건은 간단합니다. 고객님이 보험 가입을 원하시면, 저희에게 고객을 소개해 주시면 됩니다. 차량 종류와 관계없이 모든 고객님께 연결이 가능합니다!""","""가입 조건은 간단합니다. 고객님이 보험 가입을 원하시면, 저희에게 고객을 소개해 주시면 됩니다. 차량 종류와 관계없이 모든 고객님께 연결이 가능합니다""","test-217","1758864063","f53263b5735b4fd2b31e41403f9369b7","","","","","","","batch approval - user hash cache","0","죄송하지만 어떤 조건이면 가입할 수 있나요","c3f4f91f6325c600","approved","","1759194363"
"1eb30975427933ac1e68589fbf27cec89e2b87866926d3a3fcefb3d8331515c9","ko-KR","39de04185fa979f5","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/1eb30975427933ac1e68589fbf27cec89e2b87866926d3a3fcefb3d8331515c9.wav","""네, 안녕하세요! 차집사 상담원입니다. 지금 잠시 시간 괜찮으신가요?""","""네, 안녕하세요! 차집사 상담원입니다. 지금 잠시 시간 괜찮으신가요""","","1758860986","","response","","","","","","","","","","approved","","1759119485"
"9b869c4f471cfa2c","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/9b869c4f471cfa2c.wav","죄송하지만 견적만 받아볼 수 있나요?","죄송하지만 견적만 받아볼 수 있나요","test-1127","1758863144","820a4d686590419186522a2b1299fdc3","","","","","","","batch approval - user hash cache","0","죄송하지만 견적만 받아볼 수 있나요?","9b869c4f471cfa2c","approved","","1759194363"
"1b29e9b05b5319bc","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/e14683ee64a4564f.wav","""네, 감사합니다! 제 번호 저장해두시면 견적 문의 주실 때 빠르게 도와드리겠습니다. 언제든지 연락주세요!""","""네, 감사합니다! 제 번호 저장해두시면 견적 문의 주실 때 빠르게 도와드리겠습니다. 언제든지 연락주세요""","test-1272","1758858716","76a01228ea07412b88e9edf761cda2cc","","","","","","","batch approval - user hash cache","0","죄송하지만 번호 저장해둘게요.","e14683ee64a4564f","approved","","1759195345"
"44f8e3806a338506c4458894e810b2b39be890e8c331ad8069d1ad74b0a4ca86","ko-KR","d47090184cde0e9a","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/44f8e3806a338506c4458894e810b2b39be890e8c331ad8069d1ad74b0a4ca86.wav","""네, 알겠습니다. 명함 내용을 문자로 보내드릴게요! 감사합니다!""","""네, 알겠습니다. 명함 내용을 문자로 보내드릴게요! 감사합니다""","","1758856847","","response","","","","","","","","","","approved","","1759119493"
"15333ff58cbac9d6","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/7270d907c65885f7.wav","""네, 감사합니다! 고객님도 좋은 하루 되세요!""","""네, 감사합니다! 고객님도 좋은 하루 되세요""","test-1451","1758871826","19f0e5179a0944f9a1c9a5b42f13fe75","","","","","","","batch approval - user hash cache","0","혹시 좋은 하루 되세요.","7270d907c65885f7","approved","","1759194363"
"bb3598bf26b9ed72","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/b100053eae414102.wav","""다이렉트는 간단하게 진행할 수 있도록 도와드려요. 고객님이 소개해주신 분이 가입하면 **수수료 지급**으로 혜택이 있으니, 한번 고려해보세요! 문자로 자세한 내용 보내드릴게요.""","""다이렉트는 간단하게 진행할 수 있도록 도와드려요. 고객님이 소개해주신 분이 가입하면 **수수료 지급**으로 혜택이 있으니, 한번 고려해보세요! 문자로 자세한 내용 보내드릴게요.""","test-082","1758767959","ce193798f420441db15aef1403636bda","","99fa4be4fc58ed2c","2025-09-25T03:27:30Z","99fa4be4fc58ed2c:ko-KR","2025-09-25T03:36:29Z","","batch approval - user hash cache","0","다이렉트는 까다롭잖아요","b100053eae414102","approved","","1759194364"
"055497e86e61524b","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/5e6139db6d8de5a4.wav","""네, 자동차 보험 견적만 의뢰해주셔도 됩니다. 그럼 **CU모바일 5천원권**도 드리니 많은 참여 부탁드립니다!""","""네, 자동차 보험 견적만 의뢰해주셔도 됩니다. 그럼 **cu모바일 5천원권**도 드리니 많은 참여 부탁드립니다!""","test-089","1758768057","a78bb90b5a2043b5b884a63a5189246c","","93cbed5dc719045d","2025-09-25T03:27:30Z","93cbed5dc719045d:ko-KR","2025-09-25T03:36:31Z","","batch approval - user hash cache","0","견적만 받아볼 수 있나요","5e6139db6d8de5a4","approved","","1759194364"
"49f081ae8cc2d5de6ba8fb58578bb4919cd71997d4c2dcfe491c54f22fb21954","ko-KR","49f081ae8cc2d5de","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/49f081ae8cc2d5de6ba8fb58578bb4919cd71997d4c2dcfe491c54f22fb21954.wav","죄송하지만 화가 나네요.","죄송하지만 화가 나네요","","1758860340","","response","","","","","","","","","","approved","","1759119496"
"ea59aea2996600d3796250886f6adec001231bfca96299af2287ee9b0b040b9f","ko-KR","50d266815002a1c2","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/ea59aea2996600d3796250886f6adec001231bfca96299af2287ee9b0b040b9f.wav","성사 시에는 **익일 지급**해드립니다!","성사 시에는 **익일 지급**해드립니다","","1758862480","","response","","","","","","","","","","approved","","1759119500"
"5730b0bc38c580ae","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/1cafedb8dabb7d34.wav","""네, 안녕하세요! 차집사는 다이렉트 자동차보험 비교견적을 제공하는 회사입니다. 고객님께서 자동차보험을 추천해 주시면 광고비를 드리는 프로그램이 있습니다. 궁금하신 점 있으신가요?""","""네, 안녕하세요! 차집사는 다이렉트 자동차보험 비교견적을 제공하는 회사입니다. 고객님께서 자동차보험을 추천해 주시면 광고비를 드리는 프로그램이 있습니다. 궁금하신 점 있으신가요""","test-619","1758863063","2b6c49691f7f45f1b18dcb72236c93ab","","","","","","","batch approval - user hash cache","0","아 차집사요? 처음 들어보는데요.","1cafedb8dabb7d34","approved","","1759194364"
"993a5e652f1c6df42b230b8c0a8f058c5f09fa321f88a3298ca5b7e644c21870","ko-KR","a2ac2c022d138913","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/993a5e652f1c6df42b230b8c0a8f058c5f09fa321f88a3298ca5b7e644c21870.wav","""숨겨진 비용은 없습니다. 모든 수수료와 조건은 명확하게 안내해드리니, 안심하고 진행하셔도 됩니다. 추가 궁금한 사항 있으신가요?""","""숨겨진 비용은 없습니다. 모든 수수료와 조건은 명확하게 안내해드리니, 안심하고 진행하셔도 됩니다. 추가 궁금한 사항 있으신가요""","","1758864278","","response","","","","","","","","","","approved","","1759119513"
