_id,question,answer
49,"주민번호, 성명이 잘못 기재되었는데 정정이 가능하나","주민번호와 성명이 잘못 기재되었는데 정정이 가능한지 알고 싶습니다.
  고객님께서 청약서를 작성하실 때 주민번호 및 성명을 잘못 기재하시거나 저희 회사에
서 잘못 입력한 경우 또는 행정착오로 인하여 내용이 상이할 경우 정정이 가능합니
다. 단, 생년월일 정정시에 실제 연령이 가입가능한 연령일 경우에만 정정이 가능하
며 가입가능 연령이 아닐 경우에는 해당 계약을 무효로 처리하고 기납입보험료를 돌려
드리도록 되어 있습니다.
 "
50,"주소변경을 계약자가 통지해야 하나","보험회사는 민간사업자로 개인정보에 해당되는 주소(이동)정보를 임의로 취득할 수 없습니다. 따라서 계약자는 주소 또는 연락처가 변경된 경우에는 지체없이 그 변경내용을 회사에 알려야 하며 알리지 아니한 경우에는 계약자가 회사에 알린 최종의 주소 또는 연락처로 알린 사항은 일반적으로 도달에 필요한 시일이 지난 때에 계약자에게 도달된 것으로 봅니다.
☞ 근거 : 생명보험표준약관 제24조(주소변경통지)"
51,"중도지급금과 해약환급금의 차이는 무엇인가","[보험료>보험료 환급]
  중도지급금은 축하금,학자금,배당금등 유지중인 계약에서 발생하는 급부입니다.
해약환급금은 중도지급금에 포함되지 않습니다."
52,"직업 변경을 이유로 부활 청약을 거절할 수 있나","부활의 심사는 신계약시와 동일합니다. 즉 최초 계약시 일반직이었다 할지라도, 부활시점에서 피보험자가 위험직인 경우에는 현재의 위험직을 기준으로 청약심사를 하게되므로 부활청약이 거절될 수도 있습니다."
53,"초회보험료 납입 후, 승낙 전 사고 보상되나","보험회사는 제1회 보험료를 받고 청약을 승낙하기 전에 보험금 지급사유가 발생하였을 때에도 책임을 집니다. 따라서 이 경우, 회사는 보험금을 지급하여야 합니다.(단, 계약전 알릴의무위반의 경우는 제 외) ☞ 근거 : 생명보험표준약관 제9조(제1회 보험료 및 회사의 책임개시일)
 "
54,"피보험자 변경 시 필요한 서류는","[변경&해약>피보험자 변경]
  - 계약자 주민등록증, 도장
- 피보험자기준 혼인관계증명 - 계약자 인감증명서, 인감도장
- 피보험자기준 혼인관계 증명서
- 내방자 신분증"
55,"피보험자, 보험수익자를 변경할 수 있나","[피보험자 변경]
보험대상자 (피보험자), 보험금을 받는 자 (보험수익자) 변경이 가능한지 알고싶습니다.
  보험대상자 (피보험자)란 보험의 대상으로서 보험대상자 (피보험자)의 생명이 보험
에 들어가 있는 것입니다. 때문에 보험대상자 (피보험자)의 변경은 불가합니다. 하지
만 붕붕상해, 안전밸트, 새단체정기보험은 피보험자가 재해이외의 원인으로 사망했
을 경우 변경전 보험대상자 (피보험자)와 같은 性으로 신계약 선택규정에 준해서 가
능합니다.
보험금을 받는 자 (보험수익자)란 보험사고시 보험금을 청구할 수 있는 사람으로 보
험금을 받는 자 (보험수익자)를 변경할 수 있는 권리는 계약자에게 있고 보험대상자
(피보험자)의 동의를 얻어야 보험금을 받는 자 (보험수익자) 변경이 가능합니다.
 "
56,"해약환급금이 그동안 납입한 보험료보다 적은 이유는","[보험료>보험료 환급]
  보험은 은행의 저축과는 달리 위험보장과 저축을 겸하는 제도로써, 계약자가 납입한 보험료중 일부는 불의의
사고를 당한 다른 가입자에게 보험금으로 지급되며, 또 다른 일부는 보험회사 운영에 필요한 경비로
사용되므로 중도 해약시 지급되는 해약환급금은 납입한 보험료보다 적거나 없을 수도 있습니다."
57,"해외로 이민가는 경우에도 보장 받을 수 있나","보험계약을 유지하던 중 외국으로 이민을 가더라도 보험료를 정상적으로 납입하면 해당 약관에서 정한 내용에 따라 보장을 계속 받을 수 있습니다. 그러나, 부득이한 사유로 보험계약을 유지할 수 없는 경우에는 보험계약을 해약하고 해약환급금을 수령할 수 있습니다."
58,"허리디스크, 간 수치 높고, 발목인대 수술치료 후 보험가입 가능","치료 및 수술경력, 장해가 있다고 해서 보험에 가입할 수 없는 것은 아닙니다. 보험회사에서는 일반적으로 위험(병력 및 장해 등)이 높은 가입자에 대해서는 보통의 보험가입자보다 까다롭게 계약을 인수하고 있지만 부담보(해당 부위에 발생한 질병에 대해서는 보장하지 않는 조건)등으로 계약을 인수하고 있습니다. 다만 부담보의 경우 2군데 까지만 가능하며 이를 초과할 경우에는 보험의 인수가 제한됩니다.
이웃 분의 병력을 보면, 현재 발목 인대에 대해서 치료중이고 장해등급을 받을 예정이라면 해당부위에 부담보가 설정될 것입니다. 또한 허리디스크도 요추 등 해당부위에 대해 부담보가 설정됩니다. 간수치의 경우 약물 복용력 및 정상수치가 나온 시점, 경과기간 등에 따라 부담보 여부가 달라집니?? 따라서 정확한 가입가능 여부는 보험사로 병력에 대한 내용을 상세하게 고지한 후 심사를 통해 확인해 보아야 알 수 있습니다. 다만 디스크 병력이 있는 경우에는 재해 관련 보장이 포함된 상품은 가입이 어렵습니다.(질병보장은 가능)"
59,"현재 금연을 했는데, 우량체로 변경이 가능하나","가입 당시 흡연을 하여 표준체로 가입을 했는데, 지금은 흡연을 하지 않고 있습니다. 우량체로 변경 가능합니까?
  계약유지 중 비흡연으로 인한 우량체 전환을 원하시는 경우 가입금액 1억원 이상인 계약에 대하여 비흡연 고지와 건강진단(니코틴 검사) 후 심사를 거쳐 전환이 가능하며, 전환에 따른 변경차액이 발생 발생할 수 있습니다."
60,"보험기간 vs 보험료 납입기간","보험기간이란 보장 기간을 의미합니다. 이 기간 중에 보험사고 발생시 보험금이 지급됩니다.
보험료 납입기간은 보험료를 납입하는 기간으로, 보험기간과 동일할 수도 있고 다를 수도 있습니다. 납입기간이 짧을수록 보험료가 비싸집니다.
만일 보험기간이 10년이고 납입기간이 5년일 경우, 보험료를 5년만 내면 나머지 5년 동안은 보험료를 내지 않아도 사고에 대한 보장을 받습니다. 따라서 보험만기일이란 보험료 완납일이 아니고 보험기간 완료일을 의미합니다."
61,"보험료 납입 못해 실효되었는데 부활 가능하나","보험료 납입연체로 인해 계약이 해지되었으나 해약환급금을 받지 아니한 경우 계약자는 해지된 날로부터 2년 이내에 회사가 정한 절차에 따라 계약의 부활을 청약할 수 있습니다. 보험회사가 이를 승낙한 때에는 부활을 청약한 날까지의 연체보험료와 연체이자를 더하여 납입하여야 합니다."
62,"가입한 대리점에서 보험금 청구를 대행해 줄 수 있나","가입한 대리점에서 보험금 청구를 대행할 수 있습니다. 다만 일부 보험사는 대리점이나 설계사를 경우하지 않고 직접 보험사로 청구하도록 되어 있기도 합니다. 대리점에서 보험금 청구절차를 대행하는 경우에는 대리점에서 가입자의 보험금 청구 내용을 확인하고 그에 따른 청구 절차와 필요 서류를 안내 드리며, 보험 혜택을 받으실 수 있도록 필요한 도움을 드립니다. 또한 접수해 주신 보험금 청구서류를 검토하여 보험사로 발송하며, 보험금 청구 진행 현황과 결과, 보험금 지급 내역 등을 확인하여 안내해 드립니다."
63,"해약한 보험에 재가입할 수 있나","한번 해약한 보험을 다시 가입하는 것도 가능합니다. 다만 기존에 해약한 상품을 다시 복원하는 것은 아니며, 새로이 신규 계약으로 가입해야 합니다. 따라서 신규가입과 동일하게 건강검진이나 고지의무 등을 이행하시고 보험사의 심사를 거쳐야 합니다.
  다만 보험료 미납으로 인하여 계약이 해지되 경우에는 해지일로부터 2년이 경과하지 않았다면 부활 절차를 거쳐 기존에 해지된 상품을 다시 복원할 수 있습니다."
64,"보험을 감액할 때 감액되는 부분은 어떻게 되나","보험금 감액은 부분해약으로 간주하기 때문에 감액(해약)부분만큼의 보험료 차액을 지급하여드리는 것이 아니라 해당 감액(해약)환급금을 지급하여 드립니다."
65,"몇일내 해지하면 원금을 다 찾을 수 있나","보험가입자는 청약일로부터 15일 이내에는 청약을 철회할 수 있으며, 납입한 보험료도 모두 돌려받을 수 있습니다. 이는 가입자를 보호하기 위한 제도로서 일반상품의 환불과 크게 다르지 않습니다."
66,"청약철회 및 품질보증 제도란","청약철회 제도란 보험가입자가 청약일로부터 15일 이내에 청약을 마음대로 철회할 수 있는 것을 말합니다. 보험사의 가까운 지점에 직접 방문하거나 우편으로 신청합니다. 신청시에는 청약서부본을 반납해야 합니다. 우편의 경우 서류도착일 기준이 아니고 소인날짜를 기준으로 청약철회 신청일을 계산합니다.
품질보증 제도란 보험상품에 대해 설명을 받지 못했거나 약관 및 청약서부본을 전달받지 못한 경우에 계약일 기준 3개월 이내에 청약을 철회할 수 있는 것을 말합니다."
67,"가입한 모든 보험을 조회할 수 있는 방법","가입하신 보험을 한꺼번에 조회하기 위해서는 생명보험협회나 손해보험협회를 방문하셔야 합니다. (홈페이지에서는 조회가 안되며, 신분증 등을 지참하시고 직접 내방하셔야 합니다.)"
68,"가입한 보험계약의 내용 변경 가능하나","원칙적으로 보험계약자는 보험기간중 보험회사의 승낙을 얻어 보험계약의 내용을 변경할 수 있습니다. 따라서 보험계약을 변경하고자 하는 경우에는 일정한 구비요건을 갖추어 동 내용을 보험회사에 통지 하고 회사의 승낙을 받은 후 보험증권에 배서를 받으면 보험계약의 내용은 변경됩니다. 단, 일반 보험계약의 내용변경과 달리 보험수익자 변경시 보험계약자와 피보험자가 다른 경우(타인생명의 보험계약)에 는 수익자 변경에 대한 피보험자의 동의가 있어야 합니다.
"
69,"감액한 보험(특약)을 다시 넣을 수 있나요?","감액한 보험(특약)을 다시 넣을 수 있나요?
보험료의 납부가 부담스러우실 경우 감액 및 선택부가 특약을 해약 신청하실 수 있습니다.
단, 감액된 부분은 해약처리 되어 해약환급금을 고객님께 지급해 드리며, 추후 감액된 보험의 감액(선택특약의 해약)된 부분을 취소하시거나 추가로 재가입은 불가능합니다.
"
70,"계약 전환시 문제점 및 유의사항","최근 다양한 형태의 신상품이 많이 개발되면서 기존 상품을 소멸시키고 새로운 계약으로 전환하는 경우가 많은데, 이 때 우선적으로 고려해야 할 점은 다음과 같습니다.
보험의 특성상 보험료가 연령과 비례하기 때문에 기존 상품을 가입할 때와는 달리 인상된 보험료를 납입하는 경우가 많습니다.
같은 회사에서 계약을 전환한다 하더라도 기존 계약은 해약처리되므로 이미 납입한 보험료를 보장하지 않습니다.  
계약 전환시 기존 계약과 신계약의 중요사항 즉, 보험료, 기간, 주요 보장내용, 보험금액 및 환급금액, 예정이율 및 보험회사의 면책사유 및 면책사항 등 계약 기본사항을 비교하여 과연 기납입보험료 일부 손해를 감수하더라도 전환을 하는 것이 유리한지를 판단하셔야 합니다.
기존 계약을 미리 해약하고 신계약을 청약하는 경우에 특히 보장성보험의 경우 새로운 계약의 청약이 거절되는 경우가 있는데, 기존 계약유지 중 병력이 있는 피보험자의 경우라면 특히 신중히 결정해야 합니다."
71,"국내에 체류중인 외국인도 보험가입 가능하나","외국인의 경우 회사마다 가입여부가 조금은 상이하며, 외국인은 가입이 불가능하다는 규정은 없습니다. 회사별로 약관을 충분히 이해할 수 있는 언어구사능력, 체류기간 및 목적 등을 감안하여 보험을 인 수합니다."
72,"금융권에 연체자로 등록되어 있다면 보험금 압류 될 수 있나","금융권에 연체자 또는 신용불량자로 등록되어 있는 사람이 보험계약자 또는 수익자인 경우 보험료나 보험금을 압류 당할 수도 있습니다."
73,"실효된 계약을 부활시키는데 왜 연체이자를 내야 하나","생명보험은 다수의 계약자로 부터 보험료를 납입 받아 상부상조하는 제도이며 고객님께서 납입하신 보험료를 적립하여 고액의 약정보험금을 지급해 드리기 어려우므로 저희 금호생명은 고객님께서 납입해 주시는 보험료를 보험금 지급을 위한 재원으로 소중히 운용하고 있습니다.
정해진 기일내에 보험료가 납입되지 않으면 회사는 계획했던 투자의 기회를 잃게 되며 보험기간 만료시 약정했던 보험금을 지급하지 못하게 될 수도 있습니다. 고객님들의 소중한 재산을 안전하게 운용하여 약정된 보험금을 지급하기 위해서는 부득이 부활이자를 납입하셔야 합니다.
또한 부활시 연체이자 납입에 대한 내용은 고객님께서 가입하신 보험의 약관을 통해서 확인하실 수 있습니다."
74,"우체국 보험상품의 보험료 민원 발생시","우체국, 농협, 축협, 새마을금고 등에서 판매하는 보험은 '공제'라고 합니다. 공제는 각 기관 관련법에 근 거해 파는 방식으로, 일반 민영보험사와 달리 금융감독원의 규제나 감독을를 받지 않기 때문에 보험금 지급에 관한 민원 발생시 조정해줄 만한 공공기관이 없습니다. 
다만 한국소비자보호원 등과 같은 단체들에 피해 구제를 신청하시면 다소 도움을 받으실 수는 있습니다. 소송을 제기할 경우 많은 비용과 시간을 감수하셔야 합니다."
75,"주소변경을 계약자가 통지해야 하나","보험회사는 민간사업자로 개인정보에 해당되는 주소(이동)정보를 임의로 취득할 수 없습니다. 따라서 계약자는 주소 또는 연락처가 변경된 경우에는 지체없이 그 변경내용을 회사에 알려야 하며 알리지 아니한 경우에는 계약자가 회사에 알린 최종의 주소 또는 연락처로 알린 사항은 일반적으로 도달에 필요한 시일이 지난 때에 계약자에게 도달된 것으로 봅니다.
☞ 근거 : 생명보험표준약관 제24조(주소변경통지)"
76,"직업 변경을 이유로 부활 청약을 거절할 수 있나","부활의 심사는 신계약시와 동일합니다. 즉 최초 계약시 일반직이었다 할지라도, 부활시점에서 피보험자가 위험직인 경우에는 현재의 위험직을 기준으로 청약심사를 하게되므로 부활청약이 거절될 수도 있 습니다. 또한 암보장 보장개시일 역시 부활 청약에 따른 보장개시일부터 다시 기산됩니다."
77,"초회보험료 납입 후, 승낙 전 사고 보상되나","보험회사는 제1회 보험료를 받고 청약을 승낙하기 전에 보험금 지급사유가 발생하였을 때에도 책임을 집니다. 따라서 이 경우, 회사는 보험금을 지급하여야 합니다.(단, 계약전 알릴의무위반의 경우는 제 외) ☞ 근거 : 생명보험표준약관 제9조(제1회 보험료 및 회사의 책임개시일)
 "
78,"피보험자의 자필서명을 계약자가 대신 해도 되나","부부관계, 부모, 자녀관계라도 계약자와 보험대상자(피보험자)가 다를 경우 보험대상자(피보험자)는 청약서상에 반드시 자필서명을 하여야 합니다."
79,"소액의 통원치료비를 청구하기 위해 필요한 서류는","소액의 통원치료비를 청구하기 위한 구비서류는 다음과 같습니다.
보험금 청구서 (보험사 양식)
보험금을 받는자(수익자) 신분증 사본 및 통장 사본
진단서 (소액사고시 의사소견서 대체 가능함)
건강보험증 사본 (앞뒷면 모두 복사)  
일자별 진료비영수증
일자별 약국 영수증 및 처방전"
80,"보험기간 vs 보험료 납입기간","보험기간이란 보장 기간을 의미합니다. 이 기간 중에 보험사고 발생시 보험금이 지급됩니다.
보험료 납입기간은 보험료를 납입하는 기간으로, 보험기간과 동일할 수도 있고 다를 수도 있습니다. 납입기간이 짧을수록 보험료가 비싸집니다.
만일 보험기간이 10년이고 납입기간이 5년일 경우, 보험료를 5년만 내면 나머지 5년 동안은 보험료를 내지 않아도 사고에 대한 보장을 받습니다. 따라서 보험만기일이란 보험료 완납일이 아니고 보험기간 완료일을 의미합니다."
81,"보험 계약을 전화로 해약할 수 있나","원칙적으로 보험계약 해약은 계약자 본인이 직접 신분증(대리인 신청시에는 계약자 인감증명서, 인감도장, 그리고 신청인의 신분증)을 지참하고 보험사의 영업점을 방문해서 신청해야 가능합니다. 그러나 전화로 가입한 계약(TM계약)에 한해서는 전화로도 해약신청이 가능합니다. 다만 이 경우에도 계약자가 직접 가입보험사의 콜센터로 전화를 해야 하며, 통장이나 신분증사본 등 해지절차에 필요한 서류의 전송이 필요합니다."
82,"입원급여금과 입원의료비는 어떻게 다른가","입원급여금은 입원일수에 따라 일정금액이 지급되는 일당 입원비를 의미합니다. 손해보험 상품의 일당 입원비는 생명보험사 상품이 3일초과 4일째부터 지급되는 것과 달리 입원 첫날부터 지급이 됩니다. 입원의료비는 질병이나 상해로 입원하여 치료를 받은 경우 치료비(수술비, 입원비, 검사비, 약제비, 식대, 지정진료비 등)중 실제로 본인이 부담한 금액을 가입금액(3천만원)을 한도로 보장합니다. 입원을 동반하지 않은 통원치료시에는 1일당 10만원(5천원 공제)을 한도로 통원치료비(수술비,검사비 등) 중 본인이 부담한 금액을 보상해 드립니다."
83,"보험료 미납으로 해지후 부활 가능한가","보험료 미납으로 보험계약이 실효된 경우 실효일로부터 2년 이내에는 보험계약을 부활할 수 있습니다. 다만 연체된 보험료와 이자를 모두 납입해야 하며, 부활청약에 대한 보험사의 승인이 있어야 합니다. 보험사에서는 가입자의 부활청약에 대하여 신계약을 인수하는 기준에 준하여 심사를 하며, 고지사항에 따라서는 부활청약이 거절될 수도 있습니다."
84,"보험혜택을 받고나서 보험 해약이 가능한가","보험계약의 해지는 가입자의 권리이며, 보험가입 후 보험금을 청구하여 수령하였다고 해서 보험계약을 해지 할 수 없는 것은 아닙니다."
85,"편도수술 미고지시 보험금을 받을 수 없나","계약자 또는 피보험자는 보험청약시 청약서에서 질문한 사항에 대하여 알고 있는 사실을 보험사로 알려야 합니다. 계약자와 피보험자가 계약전 알릴 의무를 위반한 경우 보험사는 손해의 발생여부와 관계없이 계약을 해지할 수 있으며, 보험사고가 발생한 경우 보험금을 지급하지 않을 수 있습니다."
86,"보험금 청구는 언제 하면 되나","보험금 지급 청구권의 소멸시효는 사고발생일로부터 2년입니다. 따라서 보험사고 발생일로부터 2년 이내에만 보험금을 청구하면 보험금을 받을 수 있지만, 2년이 경과되면 권리가 소멸되어 보험금을 청구할 수 없습니다. 보험금청구권 이외의 보험가입자의 보험사에 대한 권리는 통상 2년이며, 보험사의 보험가입자에 대한 권리는 통상 1년입니다."
87,"가족이 동일 보험사에 함께 가입시 보험료가 할인되나","가족이 함께 동일한 보험사로 가입한다고 해서 보험료 할인혜택이 있는 것은 아닙니다. 다만 가족이 모두동일보험사로 가입하는 경우 계약관리상의 이점은 있을 수 있습니다."
88,"몇일내 해지하면 원금을 다 찾을 수 있나","보험가입자는 청약일로부터 15일이내에는 청약을 철회할 수 있으며, 납입한 보험료도 모두 돌려받을 수 있습니다. 이는 가입자를 보호하기 위한 제도로서 일반상품의 환불과 크게 다르지 않습니다."
89,"자동갱신특약시 보험료 저렴해지나","3년 또는 5년마다 자동으로 갱신되는 자동갱신특약을 가입할 경우 보험기간 전체의 위험을 고려하여 결정된 균등보험료를 납입할 때보다는 가입시점에서의 보험료는 저렴해 집니다. 하지만 자동갱신특약의 경우 갱신시점마다 위험률을 고려하여 보험료를 재계산하기 때문에 지속적으로 보장보험료가 인상될 것이고, 따라서 보험기간이 경과될수록 보험료 부담이 커질 수 밖에 없습니다."
90,"보험금지급시 지급내역의 사유는 표시 안하나","보험사에서는 보험금 지급내역까지 상세하게 안내드리고 있지는 않습니다. 생명보험 상품의 경우에는 해당되는 사유에 대한 정액보험금을 지급해 드리고 손해보험 상품은 치료비 중 본인이 실제로 부담한 금액(제출하신 진료비계산서상 본인부담액)을 지급해 드립니다."
91,"실효된 계약을 부활시키는데 왜 연체이자를 내야 하나","보험은 다수의 계약자로 부터 보험료를 납입 받아 상부상조하는 제도인데, 보험사에서 가입자가 낸 보험료만을 적립하여서는 고액의 약정보험금을 지급하기는 어려우므로 가입자가 납입한 보험료를 보험금 지급을 위한 재원으로 운용하고 있습니다.
  따라서 정해진 기일내에 보험료가 납입되지 않으면 보험사는 계획했던 투자의 기회를 잃게 되며 보험기간 만료시 약정했던 보험금을 지급하지 못하게 될 수도 있습니다. 이러한 이유로 인하여 보험사에서는 가입자가 납입한 보험료를 안전하게 운용하여 약정된 보험금을 지급하기 위해서는 부득이 보험료 납입이 연체되어 실효된 후 부활되는 계약에 대해서는 이자를 받을 수 밖에 없습니다. 부활시 연체이자 납입에 대한 내용은 가입자가 가입한 보험의 약관을 통해서 확인할 수 있습니다."
92,"가입한 대리점에서 보험금을 청구해 줄 수 있나","가입한 대리점에서 보험금 청구를 대행할 수 있습니다. 다만 일부 보험사는 대리점이나 설계사를 경우하지 않고 직접 보험사로 청구하도록 되어 있기도 합니다. 대리점에서 보험금 청구절차를 대행하는 경우에는 대리점에서 가입자의 보험금 청구 내용을 확인하고 그에 따른 청구 절차와 필요 서류를 안내 드리며, 보험 혜택을 받으실 수 있도록 필요한 도움을 드립니다. 또한 접수해 주신 보험금 청구서류를 검토하여 보험사로 발송하며, 보험금 청구 진행 현황과 결과, 보험금 지급 내역 등을 확인하여 안내해 드립니다."
93,"실효 상태에서 보상 안되나","보험료 미납으로 인한 실효상태에서 발생한 보험사고는 보상을 받을 수 없습니다."
94,"주소변경을 계약자가 통지해야 하나","계약자의 주소가 변경되었을 경우 계약자는 변경된 주소를 보험회사에 알려야 합니다. 변경된 주소를 알리지 않은 경우 보험회사가 알고 있는 최종의 주소로 알린 사항은 계약자에게 도달한 것으로 간주하므로 계약의 유지와 관련된 주요한 사항의 전달이 이루어지 않아 가입자가 불이익을 당해도 보험회사가 책임을 지지 않을 수 있습니다."
95,"가입한 보험계약의 내용 변경 가능하나","원칙적으로 보험계약자는 보험기간중 보험회사의 승낙을 얻어 보험계약의 내용을 변경할 수 있습니다. 따라서 보험계약을 변경하고자 하는 경우에는 변경사안에 따라 필요한 구비서류을 갖추어 보험회사에 계약변경을 요청하고 승낙을 받으면 됩니다. 다만 보험사에서는 변경 요청사항에 따라 가입자의 변경요청을 거절할 수도 있습니다."
96,"청약철회 및 품질보증 제도란","청약철회 제도란 보험가입자가 청약일로부터 15일 이내에 청약을 마음대로 철회할 수 있는 것을 말합니다. 보험사의 가까운 지점에 직접 방문하거나 우편으로 신청합니다. 신청시에는 청약서부본을 반납해야 합니다. 우편의 경우 서류도착일 기준이 아니고 소인날짜를 기준으로 청약철회 신청일을 계산합니다.
품질보증 제도란 보험상품에 대해 설명을 받지 못했거나 약관 및 청약서부본을 전달받지 못한 경우에 계약일 기준 3개월 이내에 청약을 철회할 수 있는 것을 말합니다."
97,"상품 설명이 불충분한데 취소할 수 있나","보험가입자는 가입시점에서 담당 설계사나 대리점으로부터 약관의 중요한 내용에 대하여 충분한 설명을 듣지 못한 경우 보험계약일로부터 3개월 이내에 계약을 취소할 수 있습니다."
98,"0505 이런식으로 상품 뒤에 붙은 숫자는 무슨 의미인가","손해보험사 상품의 명칭중 0505는 2005년 5월을 기준으로 상품이 변경되었기 때문에 변경전 상품과 상품명을 다르게 하기 위해 부가적으로 덧 붙인 것에 불과합니다"
99,"12월 가입하면 연말정산 시 보험료 공제 포함되나","12월 중 체결된 보험계약도 연말정산시 보험료공제대상에 포함됩니다"
100,"2개월간 방문수금을 하지 않아 실효되었는데","보험료를 2회 연체하게 되면 계약은 자동실효됩니다. 다만, 보험회사는 보험료 연체내용을 계약자에게 통지하여야 하며(이하 납입최고) 보험료 납입연체에 따른 납입최고기간은 보험료의 납입기일의 다음 날부터 납입기일이 속하는 달의 다음달 말일까지입니다. 그러나 회사의 방문수금 불이행 등 회사의 책임있는 사유로 인하여 계약자가 보험료를 납입하지 못하였을 경우 납입기일부터 3개월이 되는 날까지를 최고기간으로 합니다.
☞ 근거 : 생명보험표준약관 제12조(보험료의 납입연체시 납입최고와 계약의 해지)
"
101,"가입된 보험 계약에 특약을 추가하고 싶은데","가입중인 보험계약에 특약을 추가하는 것은 보험계약의 변경에 해당하며, 계약자의 요청과 보험사의 승락이 있으면 가능합니다. 다만 일반적으로 질병보장과 관련된 특약의 추가는 까다로운 기준이 적용되기 때문에 매우 제한적으로만 가능합니다."
102,"가입한 보험을 해약하려고 합니다. 해약절차가 어떻게 되나?","해약은 보험계약을 소멸시키는 것으로 전화 또는 인터넷으로는 청구가 불가능하시며 계약자님 본인께서 지점에 내방 또는 우편으로 신청하셨을 경우에만 해약환급금의 청구가 가능합니다.
  1) 방문: 계약자 본인 또는 대리인 청구시 당사 소정의 양식작성 및 구비서류를 지참한 후 고객센터 또는 지점에 방문 하여 청구.
  2) 우편: 당사 소정의 양식 작성 후 구비서류를 첨부하여 본사로 발송."
103,"계약 전환시 문제점 및 유의사항","최근 다양한 형태의 신상품이 많이 개발되면서 기존 상품을 소멸시키고 새로운 계약으로 전환하는 경우가 많은데, 이 때 우선적으로 고려해야 할 점은 다음과 같습니다.
보험의 특성상 보험료가 연령과 비례하기 때문에 기존 상품을 가입할 때와는 달리 인상된 보험료를 납입하는 경우가 많습니다.
같은 회사에서 계약을 전환한다 하더라도 기존 계약은 해약처리되므로 이미 납입한 보험료를 보장하지 않습니다.  
계약 전환시 기존 계약과 신계약의 중요사항 즉, 보험료, 기간, 주요 보장내용, 보험금액 및 환급금액, 예정이율 및 보험회사의 면책사유 및 면책사항 등 계약 기본사항을 비교하여 과연 기납입보험료 일부 손해를 감수하더라도 전환을 하는 것이 유리한지를 판단하셔야 합니다.
기존 계약을 미리 해약하고 신계약을 청약하는 경우에 특히 보장성보험의 경우 새로운 계약의 청약이 거절되는 경우가 있는데, 기존 계약유지 중 병력이 있는 피보험자의 경우라면 특히 신중히 결정해야 합니다."
104,"계약자 이름이 잘못 등록된 경우는 어떻게 하나","계약자 이름 끝자가 ""성""이 아니고 ""승""인데 어떻게 하나요?
  숫자나 한글이 비슷한 경우, 인지착오로 이 같은 일이 종종 일어나죠. 주민번호 2자리이하, 이름 1자 정도의 변경은 주민등록등본 또는 주민등록증으로 처리될 수 있지만 그 이상의 변경은 인감증명서 및 주민등록초본이 있어야 처리가 가능합니다. 그런데 이름 정정이 아닌 피보험자의 생년월일 또는 성별 정정인 경우 정정전과 정정후에 보험료 차액이 발생할 수도 있음에 유의하셔야 합니다.
보다 자세한 내용은 저희 회사 우리아비바콜센터()로 연락하시면 친절히 안내하여 드립니다."
105,"계약자가 사망하면 어떻게 하나","계약자가 사망하여 계약자를 변경코자 할 경우에는 계약자 법정상속인의 서면동의가 있어야 합니다. 제적등본과 계약자 법정상속인이 저희 회사 양식의 「승계인지정동의서」를 작성, 인감증명서와 함께 가까운 저희 회사에 내방, 신청하시면 됩니다. 보다 자세한 내용은 저희 회사로 연락하시면 친절히 안내하여 드립니다."
106,"매월 납입하는 보험료를 줄일 수 있나","  계약일로부터 1개월 경과 후부터 납입하시는 보험료 및 보험가입금액을 감액하실 수 있습니다.
보험료 감액을 신청하시면 주계약, 특약이 동일비율로 감액됩니다.
다만, 납입보험료 및 가입금액을 감액하실 때에는 그 감액 부분은 해약된 것으로 보며, 이로 인하여 회사가 지급하여야 할 해약환급금이 있을 때에는 해약환급금을 지급합니다.
  [감액가능조건: 상품별 최소보험료 및 주계약에 따른 최저가입한도에 따라 다르실 수 있습니다.]
구비서류는(계약자) -. 관련 보험증권, 신분증, 도장.""
107,"보장성 보험과 저축성 보험의 차이점이 무엇인가","보장성 보험은 보험 본래의 목적인 위험 보장을 보장하는 상품으로 저렴한 보험료로 고액의
보장을 받을 수 있으며, 저축성 보험은 보장 이외에 저축의 성격까지 포함한 보험 상품으로,
동일한 보험료의 보장성 보험과 비교할 때 보장 부분이 상대적으로 더 적은 보험상품을
말합니다."
108,"보험 해약을 다시 취소할 수 있나","해약이라함은 일방에 의해 계약이 파기되는 것입니다.
좀더 구체적으로 설명을 드리자면, 계약자의 의사표시로 계약의 효력을 소멸시키는 것을 해약이라고 하며,
상법이나, 보험업법에서는 보험계약이 소멸하기 전에
언제든지 보험계약을 해약 할 수 있다는 규정을 두고 있습니다.
어느 계약이나 마찬가지로 파기 후 되돌릴 수는 없고
특히, 보험의 경우 역선택(해약후부터 해약 취소기간 사이에 발생할 수 있는 보험금 지급사유)발생 우려가 높고,
취소가 자유로운 경우 필요시 수시 해약하게 되므로
보험 전체적 균형이 깨지게 되므로 해약 후 취소는 불가합니다."
109,"보험계약자가 이민을 가게되는 경우 계약자 변경되나","보험계약자는 보험회사의 승낙을 얻어 계약자를 다른 사람으로 변경할 수 있습니다. 계약자를 변경 하기 위해서는 현재의 보험계약자가 계약상의 권리와 의무를 제3자에게 승계시킨다는 계약자변경요청서를 문서로 보험회사에 제출하여 승인을 받으 면 됩니다. 다만, 계약자와 피보험자가 동일인인 경우에는 보험계약자의 변경은 가능하나 피보험자의 변경은 불가능합니다."
