_id,question,answer
51,"보험금을 받은 적이 있으면 운전자보험 재가입 시 보험료 인상되나","운전자보험 가입기간 중 보험금을 수령하셨다고 해도 피보험자의 사망 등 보험계약이 해지되는 사유를 제외하곤 보험의 효력은 지속되며, 1회에 한정되는 보험금 이외에는 동일사고로 반복 수령도 가능합니다. 또한 재가입 때 보험금 수령을 이유로 특정가입자의 보험료만 인상시키지는 않습니다.  다만 보험금을 수령한 적이 있으면  재가입시 보험사는 가입거절, 가입금액제한, 보장내역이나 보장금액의 제한 등 가입사항에 제한을 둘 수 있습니다."
52,"만기환급률이 100%인 운전자보험 상품도 있나","상품에 따라서 적립보험료를 높게 할 경우 만기환급률이 거의 100%가 되게 할 수는 있지만, 납입보험료를 100% 전액 돌려주는 운전자보험 상품은 없습니다. 또한 만기환급금이 많은 것은 그만큼 적립보험료를 많이 냈기 때문이므로 보험사를 통하여 일정금액을 저축한 셈이 됩니다. 따라서 보험사측에서 제시하는 적립이자율이 다른 금융상품보다 높다면 문제가 되지 않겠지만, 그렇지 않다면 적립보험료를 많이 내서 만기환급금을 크게 하는 것이 유리한 것이라고 보기 어렵습니다."
53,"소지한 차량이 없어도 운전자보험 가입 가능한가","운전자보험 가입은 차량의 소유여부와 관계없이 운전여부, 차종(승용차, 승합차, 화물차 등), 용도(자가용, 영업용)을 보험사에 고지하고 가입합니다. 따라서 본인 명의의 소유차량이 없더라도 현재 운전을 하고 있다면 가입 가능합니다."
54,"운전자보험 가입후 중간에 특정담보를 추가할 수 있나","운전자보험을 가입한 후 보장을 더 높게 받고 싶다거나 보장내용이 마음에 들지 않는다면 특정담보를 추가하거나 해지할 수 있습니다. 아울러 기존에 가입되어 있는 담보금액도 가입금액 한도내에서 변경이 가능합니다. 담보를 추가, 해지, 변경하게 되면 보험료 또는 환급금이 조정될 수 있습니다."
55,"영업용자동차 운전자도 가입 가능한가","그렇습니다. 시내버스 운전자, 택시 운전자, 영업용화물차 운전자 등과 같은 영업용 운전자들도 운전자보험 가입이 가능합니다. 다만 운행하는 차량종류에 따라서 보험가입금액과 가입담보가 제한될 수 있습니다."
56,"형사합의와 공탁의 차이","형사합의를 보았다는 것은 피해자가 가해자와 원만히 합의했다는 의미지만, 공탁은 가해자가 피해자와 합의를 하지 않고 일방적으로 결정한 것이라는 점에서 큰 차이가 있습니다. 따라서 가해자의 형량을 감경받기 위해서는 가급적 형사합의를 끌어내는 것이 재판에서 유리합니다. 불가피한 경우가 아니라면 최대한 형사합의를 성사시키는 것이 좋습니다."
57,"운전자보험과 손해보험 양쪽에서 모두 보상되나","제한적으로 가능합니다. 운전자보험에서 보상이 가능하고,운전자보험 이외의 다른 손해보험도 보상이 가능한 경우 일부의보장 항목은 중복 보상이 되지 않을 수 있습니다. 예를 들어 의료비,벌금 등과 같이 보험금을 실제 발생한 비용을 기준으로 지급하는보장 항목은 운전자보험과 손해보험의 보험금을 합하여 실제발생비용보다 적다면 모두 지급합니다. 그러나 운전자보험과 손해보험의보험금 합계가 실제 발생비용보다 많다면 실제 발생비용을 양쪽 보험의비율대로 나누어 지급합니다.

그러나 사망이나 후유장해시에 지급되는보험금과 같이 지급기준이 정액인 경우에는 운전자보험과 손해보험양쪽에서 모두 보상받을 수 있습니다."
59,"흡연도 운전자보험 가입 및 보험료에 영향주나","흡연여부는 운전자보험의 가입 및 보험료에 영향을 주지 않습니다. 단, 흡연여부는 계약전 알릴 의무 사항에는 해당하니 보험사에는 알려야 합니다."
60,"운전자보험과 상해보험의 차이점","운전자보험은 상해보험에서 담보하는 것들 외에도 운전자가 자동차사고로 인해 부담하게 되는 각종 비용들을 담보하고 있습니다. 따라서, 운전자보험이 상해보험에 비해 더 많은 위험을 보장한다고 할 수 있으나, 상해보험은 같은 담보라도 가입금액한도가 대체로 운전자보험보다 높아서 사고시 높은 보장을 받을 수 있습니다. 그러므로 운전자보험은 자동차사고로 인해 발생하는 각종 비용손해와 상해담보를 동시에 보장받고 싶은 운전자가 가입하는 것이 좋고, 상해보험은 비운전자가 상해로 인한 손해만을 보장받고 싶을 때 가입하는 것이 좋습니다."
61,"가입한 보험계약의 내용 변경 가능하나","계약자는 보험기간중 보험회사의 승낙을 얻어 보험계약의 내용(보험기간, 납입주기, 수금방법, 납입기간, 보험가입금액, 계약자, 피보험자 또는 수익자, 기타 계약의 내용)을 변경할 수 있습니다. 다만 사망보험금수익자를 변경하고자 할 때에는 피보험자의 동의를 얻어야 하며, 피보험자를 변경할 수 있는 경우는 피보험자가 운전자보험에서 보장하지 아니하는 사유로  사망하거나 파산, 이민, 또는 이혼 등 불가피한 사유로 계약을 게속 유지시킬 수 없는 경우이거나, 계약자가 고용관계에 있는 피보험자를 해고 또는 교체한 경우로 한정합니다."
65,"환급금에 따라 운전자보험료 달라지나","운전자보험의 보험료는 보장보험료와 적립보험료로 구분되며, 보장보험료는 가입자가 선택한 보장내용에 따라 정해지고, 적립보험료 수준은 해당상품의 인수지침에서 정한 범위내에서 가입자가 임의로 선택할 수 있습니다. 운전자보험의 만기환급금은 납입보험료 중 적립보험료에 따라 결정되므로 적립보험료가 커지면 만기환급금도 커지고 적립보험료가 작아지면 만기환급금도 작아지게 됩니다. 따라서 만기환급금의 수준에 따라 적립보험료가 달라지며, 그에 따른 최종납입보험료도 달라지게 됩니다."
69,"운전자보험을 가입하기 어려운 경우도 있나","운전자보험은 가입하고 싶어도 가입이 어려운 경우가 종종 있습니다. 보험사에서 가입을 받을 때 여러가지 조건을 따지기 때문입니다. 아래는 보험사에서 가입을 제한하는 경우입니다. 보다 자세한 사항은 관련자료의 "보험사에서 운전자보험 가입을 제한하는 경우"를 참고하시기 바랍니다.
현재 질병 또는상해로 치료를 받고 있는 경우
장애급수가1급 또는 2급이거나 보조기구를 착용하는 경우
최근 5년 이내특정질병으로 진단을 받았거나 치료를 받은 경우
병원사무장,무직자, 보험설계사, 유흥업 종사자, 원양어선 선원, 자동차학원 강사, 동물사육사등의 직업
위험도 높은취미활동을 반복적으로 하는 경우"
70,"환급형 운전자보험은 예금자보호 대상인가","운전자보험의 경우에는 예금자보호법에 의한 보호대상이므로 가입보험사가 파산하여 보험사가 보험계약 채무를 더 이상 이행할 수 없는 경우에는 예금자보험법에 의해 지급이 보장되며, 현행 예금자보호법상 운전자보험 계약은 보험계약체결 시기에 관계없이 파산금융기관당 1인 기준으로 해약환급금(또는 사고보험금이나 만기보험금)에 기타 지급금을 합쳐서 5천만원을 한도로 하고 있습니다."
72,"미성년자도 운전자보험 가입 가능한가","운전자 담보는 면허증 소지 가능한 18세 이상부터 가입 가능합니다. 다만, 일부 보험사는 가입연령이 19세 이상인 경우도 있습니다. 따라서 법률상 미성년자라고 할지라도 면허증을 소지하여 운전을 하거나, 할 예정이라면 가입이 가능하고, 또한 가입이 필요합니다."
75,"불필요한 특약에 의해 운전자보험의 보험료가 상승할 수 있나","운전자보험의 특약은 개별특약마다 정해진 보장보험료가 있기 때문에 불필요한 특약을 추가하게 되면 그에 따라 보험료도 상승할 수 밖에 없습니다. 만일 보장보험료와 적립보험료가 연동되는 경우라면 보장보험료의 추가가 적립보험료의 추가로 이어질 수 있기 때문에 보험료 상승폭이 더 커질 수도 있습니다. 따라서 운전자보험을 가입할 때에는 다양한 보장의 가입이 가능하다고 해서 모두 선택하기보다는 정말로 필요한 보장만을 선별하여 가입함으로써 불필요한 보험료 낭비를 줄이는 것이 좋습니다."
78,"전화로 운전자보험에 가입하는 것은 어떤가","보험가입에서 중요한 것은 가입경로(전화 등)의 문제라기보다 가입자의 이익을 대변할 수 있는 책임 있는 계약관리자(담당자)가 있는지 여부입니다. 보험상품이 동일하고 보장내용이 같다면 일반적으로 가입경로에 따른 보험료 차이는 없습니다. 따라서 전화를 통해 보험에 가입했다고 해도 책임있는 관리자가 있다면 문제가 되지 않습니다. 하지만 홈쇼핑이나 단지 가입만을 담당하는 콜센터 등을 통해 보험에 가입하는 경우에는 책임있는 관리자가 없기 때문에 계약관리나 보험금 청구 등에 있어 가입자의 불편이 따르게 됩니다."
79,"운전자보험료는 운전자 직업과 관계있나","운전자보험은 상해로 인한 사망 및 후유장해와 부상치료비를 보상하기 때문에 운전자의 직업 내용에 따라 보험료의 차이를 둡니다. 사고 발생 확률이 낮은 직업은 보험금이 지급될 확률도 낮기 때문에 보험료가 내려갑니다. 사고 발생 확률이 높은 직업이라면 물론 보험료가 올라갑니다. 자가용 차량만 운전하는 운전자의 직업은 사무직, 기술직, 위험직 등 3가지로 구분하는데, 사무직의 보험료가 가장 저렴하며, 기술직은 사무직보다는 조금 비싸지만 위험직보다는 싸고 위험직은 보험료가 가장 비쌉니다."
80,"사업체에서 운전자보험 가입 가능한가","그렇습니다. 운전자보험은 개인뿐 아니라 법인 또는 개인사업체에서도 직원들을 피보험자로 하는 보험 가입이 가능하며, 5인 이상이라면 단체할인도 받을 수 있습니다. 만일 가입되어 있는 직원을 변경하고 싶거나 직원이 중간에 퇴사했다면 보험사나 보험대리점에 사실을 알리십시오. 고용관계를 입증하는 서류와 배서신청서를 제출하면 피보험자를 변경할 수 있습니다."
83,"전화로 보험가입시 자필서명이 면제되나","보험업감독규정 제4-37조 '전화를 이용한 모집시 자필서명 면제' 규정에 따라 전화를 통한 가입이 가능한 상품으로 가입하는 경우에는 음성녹취를 통한 가입동의가 자필서명을 대신하기 때문에 자필서명을 하지 않아도 됩니다. 다만 전화를 통한 가입이라도 해도 계약자와 피보험자가 다른 경우에는 반드시 자필서명을 해야 합니다."
84,"사고보상 경력에 따라 운전자보험료 달라지나","운전자보험의 경우 피보험자의 사고경력에 따라 보험가입을 제한하고는 있지만, 보험료를 할증하지는 않습니다. 따라서 가입자의 사고보상 경력에 따라 가입시점에서 보험료가 달라?測? 것은 아닙니다. 이는 보험가입 후 보험사고에 대해서도 동일하기 때문에 가입 후 보험금을 수령했다고 해서 보험료가 올라가는 것은 아닙니다."
91,"형사합의란 무엇인가","사망사고, 뺑소니 및 10대 중과실 사고가 발생하면 운전자는 자동차종합보험의 가입 여부와 상관없이 형사처벌을 받게 됩니다. 형사처벌은 피해자의 부상정도, 피해자의 과실정도, 피해자와의 합의여부 등에 따라 수위가 결정됩니다. 그 중에서도 피해자와의 (형사)합의는 특히 중요한데 형사합의 여부가 형량 결정에 중대한 영향을 미치기 때문입니다. (형사합의는 자동차보험사가 피해자에게 손해를 보상하고 받아내는 민사합의와 다릅니다.)
형사합의의 적정 금액은 얼마인가?
형사합의금은 가해자와 피해자가 서로 협상해서 결정되는 것이므로 일률적인 금액이 나와 있지 않습니다. 피해자의 부상정도, 피해자의 과실정도, 가해자의 경제사정, 가해자의 성의와 피해자의 수용의사 등이 종합적으로 개입된다고 볼 수 있습니다. 일반적으로 부상시에는 초진 기준으로 1주당 50~100만원을 적정 수준으로 보고 있으며, 사망시에는 1천만원에서 수천만원 또는 그 이상 선에서 결정될 수도 있습니다.
피해자가 과도한 형사합의금을 요구하면 어떻게 하나?
운전자는 형사합의가 형량에 중요한 요소로 작용하므로 가급적이면 합의를 보는 것이 좋습니다. 그러나 이런 약점을 피해자가 악용하여 과도한 형사합의금을 요구할 때가 있습니다. 이럴 경우 가해자는 형사합의금에 준하는 금액을 법원에 공탁하고, 피해자가 형사합의금 수령을 거절한다는 이유로 법원에 정상참작을 요청할 수 있습니다."
92,"2개월간 방문수금을 하지 않아 실효되었는데","보험료를 2회 연체하게 되면 계약은 자동실효됩니다. 다만, 보험회사는 보험료 연체내용을 계약자에게 통지하여야 하며(이하 납입최고) 보험료 납입연체에 따른 납입최고기간은 보험료의 납입기일의 다음 날부터 납입기일이 속하는 달의 다음달 말일까지입니다. 그러나 회사의 방문수금 불이행 등 회사의 책임있는 사유로 인하여 계약자가 보험료를 납입하지 못하였을 경우 납입기일부터 3개월이 되는 날까지를 최고기간으로 합니다.
☞ 근거 : 생명보험표준약관 제12조(보험료의 납입연체시 납입최고와 계약의 해지)
 "
95,"대리운전자 가입 가능한가","대리운전자는 운전자보험 가입이 제한되는 직종이므로 운전자보험 가입이 어렵습니다. 보험사의 인수지침상 일부 보장은 가입자체가 불가하며 대부분의 상해보장 가입금액이 제한됩니다.  "
99,"운전자보험의 기타 보상금","운전자보험은 상해 및 후유장해, 상해 의료비, 벌금, 방어비용 등을 보상하는 외에도 보험사의 상품별로 다르지만 상해로 인한 소득보상금, 면허정지위로금, 면허취소위로금, 구속위로금, 긴급비용, 보험료할증지원금, 도난및전손위로금, 차량손해위로금, 주차장및단지내사고위로금, 교통사고위로금, 교통사고처리비용 등을 보상하고 있습니다. 각 보험상품별 보상 내용은 아래를 참고하십시오.(상해 1급 기준)
소득보상금
운전중 교통사고만 80%이상 후유장해시 최고 6,000만원
동부화재 무배당참좋은운전자보험III
운전중 교통사고만 80%이상 후유장해시 최고 8억원
엘지화재 무배당아이러브차차차운전자보험(L3.10)
교통사고만 80%이상 후유장해시 최고 5,000만원
제일화재 무배당노블레스운전자보험
교통사고만 80%이상 후유장해시 최고 1억원
그린화재 무배당그린카보너스콜보험
교통사고만 80%이상 후유장해시 최고 2억원
삼성화재 무배당명품운전자보험V
교통사고만 80%이상 후유장해시 최고 2억4,000만원
대한화재 무배당뉴해피카운전자보험II
교통사고만 80%이상 후유장해시 최고 3억원
신동아화재 무배당프라임운전자보험IV
교통사고만 80%이상 후유장해시 최고 3억6,000만원
쌍용화재 무배당OK365상해보험
교통사고외에 일상생활중의 상해사고까지 80%이상 후유장해시 최고 1억원
현대해상 무배당뉴하이카운전자상해보험
교통사고외에 일상생활중의 상해사고까지 80%이상 후유장해시 최고 3억원
동양화재 무배당1.2.3운전자보험V (가입기간에 따라 달라짐)
가입기간 5년 미만: 최고 1억원
가입기간 5년 이상 ~ 10년 미만: 최고2억원
가입기간 10년 이상: 최고 3억원
면허정지위로금
교통사고로 면허정지시 1일당 1만원
동부화재 무배당참좋은운전자보험III
교통사고로 면허정지시 1일당 2만원
대한화재 무배당뉴해피카운전자보험II
동양화재 무배당1.2.3운전자보험V
삼성화재 무배당명품운전자보험V
신동아화재 무배당프라임운전자보험IV
쌍용화재 무배당OK365상해보험
엘지화재 무배당아이러브차차차운전자보험(L3.10)
제일화재 무배당노블레스운전자보험
현대해상 무배당뉴하이카운전자상해보험
면허정지위로금 없음
그린화재 무배당그린카보너스콜보험
면허취소위로??/B>
교통사고로 면허취소시 100만원
그린화재 무배당그린카보너스콜보험
대한화재 무배당뉴해피카운전자보험II
동부화재 무배당참좋은운전자보험III
교통사고로 면허취소시 200만원
동양화재 무배당1.2.3운전자보험V
삼성화재 무배당명품운전자보험V
신동아화재 무배당프라임운전자보험IV
쌍용화재 무배당OK365상해보험
엘지화재 무배당아이러브차차차운전자보험(L3.10)
제일화재 무배당노블레스운전자보험
현대해상 무배당뉴하이카운전자상해보험
구속위로금
교통사고로 구속시 1일당 1만원
동부화재 무배당참좋은운전자보험III
교통사고로 구속시 1일당 2만원
대한화재 무배당뉴해피카운전자보험II
삼성화재 무배당명품운전자보험V
제일화재 무배당노블레스운전자보험
현대해상 무배당뉴하이카운전자상해보험
교통사고로 구속시 1일당 4만원
엘지화재 무배당아이러브차차차운전자보험(L3.10)
구속위로금 없음
그린화재 무배당그린카보너스콜보험
동양화재 무배당1.2.3운전자보험V
신동아화재 무배당프라임운전자보험IV
쌍용화재 무배당OK365상해보험
긴급비용
교통사고로 자동차가 가동불능시 10만원
대한화재 무배당뉴해피카운전자보험II
동양화재 무배당1.2.3운전자보험V
삼성화재 무배당명품운전자보험V
쌍용화재 무배당OK365상해보험
제일화재 무배당노블레스운전자보험
긴급비용 없음
그린화재 무배당그린카보너스콜보험
동부화재 무배당참좋은운전자보험III
신동아화재 무배당프라임운전자보험IV
엘지화재 무배당아이러브차차차운전자보험(L3.10)
현대해상 무배당뉴하이카운전자상해보험
보험료할증지원금
교통사고로 자동차보험의 대인배상Ⅰ에서 보험금이 지급된 경우 10만원
동부화재 무배당참좋은운전자보험III
교통사고로 자동차보험의 대인배상Ⅰ에서 보험금이 지급된 경우 20만원
삼성화재 무배당명품운전자보험V
교통사고로 자동차보험의 대인배상Ⅰ에서 보험금이 지급된 경우 30만원
대한화재 무배당뉴해피카운전자보험II
쌍용화재 무배당OK365상해보험
교통사고로 자동차보험의 대인배상Ⅰ, 대물배상, 자기신체손해 담보에서 보험금이 지급된 경우 10만원
제일화재 무배당노블레스운전자보험
교통사고로 자동차보험의 대인배상Ⅰ, 대물배상, 자기신체손해 담보에서 보험금이 지급된 경우 20만원
현대해상 무배당뉴하이카운전자상해보험
교통사고로 자동차보험의 대인배상Ⅰ, 대물배상, 자기신체손해 담보에서 보험금이 지급된 경우 30만원
동양화재 무배당1.2.3운전자보험V  
엘지화재 무배당아이러브차차차운전자보험(L3.10)
보험료할증지원금 없음
그린화재 무배당그린카보너스콜보험
신동아화재 무배당프라임운전자보험IV
도난및전손위로금
교통사고로 자동차가 전손되거나 도난된 경우 20만원
동양화재 무배당1.2.3운전자보험V  
교통사고로 자동차가 전손되거나 도난된 경우 30만원
현대해상 무배당뉴하이카운전자상해보험
교통사고로 자동차가 전손되거나 도난된 경우 50만원
삼성화재 무배당명품운전자보험V
제일화재 무배당노블레스운전자보험
교통사고로 자동차가 전손되거나 도난된 경우 70만원
대한화재 무배당뉴해피카운전자보험II
교통사고로 자동차가 전손되거나 도난된 경우 100만원
동부화재 무배당참좋은운전자보험III
도난및전손위로금 없음
그린화재 무배당그린카보너스콜보험
신동아화재 무배당프라임운전자보험IV
쌍용화재 무배당OK365상해보험
엘지화재 무배당아이러브차차차운전자보험(L3.10)
차량손해위로금
교통사고로 자동차보험의 자기차량손해 담보에서 100만원 이상 받은 경우 20만원
동양화재 무배당1.2.3운전자보험V  
교통사고로 자동차보험의 자기차량손해 담보에서 100만원 이상 받은 경우 30만원
현대해상 무배당뉴하이카운전자상해보험
교통사고로 차량가액의 30%이상 손해가 발생한경우 30만원
대한화재 무배당뉴해피카운전자보험II
차량손해위로금 없음
그린화재 무배당그린카보너스콜보험
동부화재 무배당참좋은운전자보험III
삼성화재 무배당명품운전자보험V
신동아화재 무배당프라임운전자보험IV
쌍용화재 무배당OK365상해보험
엘지화재 무배당아이러브차차차운전자보험(L3.10)
제일화재 무배당노블레스운전자보험
주차장및단지내사고위로금
주차장 및 아파트 단지내에서 교통사고로 자동차보험의 자기차량손해, 대물배상 담보에서 50만원 이상 받은 경우 10만원
동양화재 무배당1.2.3운전자보험V  
주차장 및 아파트 단지내에서 교통사고로 자동차보험의 자기차량손해, 대물배상 담보에서 30만원 이상 받은 경우 15만원
현대해상 무배당뉴하이카운전자상해보험
주차장및단지내사고위로금 없음
그린화재 무배당그린카보너스콜보험
대한화재 무배당뉴해피카운전자보험II
동부화재 무배당참좋은운전자보험III
삼성화재 무배당명품운전자보험V
신동아화재 무배당프라임운전자보험IV
쌍용화재 무배당OK365상해보험
엘지화재 무배당아이러브차차차운전자보험(L3.10)
제일화재 무배당노블레스운전자보험
교통사고위로금
교통사고로 관할 경찰서에 접수된 경우 5만원
동부화재 무배당참좋은운전자보험III
교통사고로 관할 경찰서에 접수된 경우 10만원
동양화재 무배당1.2.3운전자보험V  
교통사고위로금 없음
그린화재 무배당그린카보너스콜보험
대한화재 무배당뉴해피카운전자보험II
삼성화재 무배당명품운전자보험V
신동아화재 무배당프라임운전자보험IV
쌍용화재 무배당OK365상해보험
엘지화재 무배당아이러브차차차운전자보험(L3.10)
제일화재 무배당노블레스운전자보험
현대해상 무배당뉴하이카운전자상해보험
교통사고처리비용
교통사고로 자동차보험의 대인배상Ⅱ, 대물배상 담보에서 보험금을 받고, 자기과실률이 50% 미만인  경우 10만원
동양화재 무배당1.2.3운전자보험V  
교통사고로 자동차보험의 대인배상Ⅱ, 대물배상 담보에서 보험금을 받고, 자기과실률이 50% 미만인  경우 10만원
대한화재 무배당뉴해피카운전자보험II
교통사고로 자동차보험의 대인배상Ⅱ, 대물배상 담보에서 보험금을  받은 경우 10만원
동부화재 무배당참좋은운전자보험III
교통사고로 자동차보험의 대인배상Ⅱ, 대물배상 담보에서 보험금을  받은 경우 20만원
쌍용화재 무배당OK365상해보험
교통사고처리비용 없음
그린화재 무배당그린카보너스콜보험
삼성화재 무배당명품운전자보험V
신동아화재 무배당프라임운전자보험IV
엘지화재 무배당아이러브차차차운전자보험(L3.10)
제일화재 무배당노블레스운전자보험
현대해상 무배당뉴하이카운전자상해보험"
100,"운전자보험의 방어비용 보상 (변호사 고용비)","운전자가 교통법규를 위반하여 사고를 내게 되면 사고의 원인, 사고의 종류, 피해정도 등에 따라 경찰 및 검찰의 수사를 받게 됩니다. 이 때 피해자의 부상 정도가 심하거나 운전자의 과실이 큰 경우에는 구속 수사를 받을 수도 있습니다.운전자보험은 운전자가 구속 또는 기소를 당할 경우 방어비용을 지급함으로서 변호사를 선임하여 운전자를 보호할 수 있도록 도와줍니다. 각 보험상품별 보상 내용은 아래를 참고하십시오.(상해 1급 기준)
구속 또는 기소를 당할 경우 100만원
그린화재 무배당그린카보너스콜보험
쌍용화재 무배당OK365상해보험
구속 또는 기소를 당할 경우 200만원
대한화재 무배당뉴해피카운전자보험II
동부화재 무배당참좋은운전자보험III
삼성화재 무배당명품운전자보험V
신동아화재 무배당프라임운전자보험IV
엘지화재 무배당아이러브차차차운전자보험(L3.10)
제일화재 무배당노블레스운전자보험
현대해상 무배당뉴하이카운전자상해보험
구속 또는 기소를 당할 경우 600만원
동양화재 무배당1.2.3운전자보험V (가입기간에 따라 달라짐)
가입기간 5년 미만: 200만원
가입기간 5년 이상 ~ 10년 미만: 400만원
가입기간 10년 이상: 600만원"
101,"운전자보험의 사망 및 후유장해 보상","운전자가 급격하고도 우연한 상해사고로 인해 사망 또는 후유장해를 입었을 경우 보험금을 지급합니다. 상해사고는 교통사고와 일상생활중의 상해사고로 나눌 수 있습니다. 가입하는 보험의 종류 및 가입자가 선택하는 특별약관에 따라서 교통사고만 보장받거나 혹은 교통사고외에 일상생활중의 상해사고까지 보장받을 수도 있습니다. 각 보험상품별 보상 내용은 아래를 참고하십시오.(상해 1급 기준)
운전중 교통사고만 사망 및 후유장해 최고 5천만원
엘지화재 무배당아이러브차차차운전자보험(L3.10)
교통사고만 사망 및 후유장해 최고 5천만원
신동아화재 무배당프라임운전자보험IV
교통사고만 사망 및 후유장해 최고 1억원
그린화재 무배당그린카보너스콜보험 (사고요일에 따라 달라짐)
평일 5,000만원
금요일 1억원
토요일 및 공휴일 1억원
대한화재 무배당뉴해피카운전자보험II (사고요일에 따라 달라짐)
평일 5,000만원
금요일 1억원
토요일 및 공휴일 1억원
삼성화재 무배당명품운전자보험V (사고요일에 따라 달라짐)
평일 5,000만원
금요일 5,000만원
토요일 및 공휴일 1억원
쌍용화재 무배당OK365상해보험 (사고요일에 따라 달라짐)
평일 5,000만원
금요일 1억원
토요일 및 공휴일 1억원
교통사고외에 일상생활중의 상해사고까지 사망 및 후유장해 최고 6천만원
동부화재 무배당참좋은운전자보험III
평일 1,000만원 (운전중 교통사고시 4,000만원)
금요일 1,000만원 (운전중 교통사고시 6,000만원)
토요일 및 공휴일 1,000만원 (운전중 교통사고시 6,000만원)
교통사고외에 일상생활중의 상해사고까지 사망 및 후유장해 최고 8천만원
제일화재 무배당노블레스운전자보험
평일 5,000만원 (교통사고시 5,000만원)
금요일 5,000만원 (교통사고시 8,000만원)
토요일 및 공휴일 5,000만원 (교통사고시 8,000만원)
교통사고외에 일상생활중의 상해사고까지 사망 및 후유장해 최고 1억원
현대해상 무배당뉴하이카운전자상해보험 (사고요일에 따라 달라짐)
평일 5,000만원 (교통사고시 5,000만원)
금요일 1억원 (교통사고시 1억원)
토요일 및 공휴일 1억원 (교통사고시 1억원)
교통사고외에 일상생활중의 상해사고까지 사망 및 후유장해 최고 2억원
동양화재 무배당1.2.3운전자보험V (가입기간, 사고요일에 따라 달라짐)
가입기간 5년 미만
평일 5,000만원 (교통사고시 5,000만원)
금요일 5,000만원 (교통사고시 1억원)
토요일 및 공휴일 5,000만원 (교통사고시 1억원)
가입기간 5년 이상 ~ 10년 미만
평일 1억원 (교통사고시 1억원)
금요일 1억원 (교통사고시 1억5,000만원)
토요일 및 공휴일 1억원 (교통사고시 1억5,000만원)
가입기간 10년 이상
평일 1억5,000만원 (교통사고시 1억5,000만원)
금요일 1억5,000만원 (교통사고시 2억원)
토요일 및 공휴일 1억5,000만원 (교통사고시 2억원)"
102,"운전자보험의 상해 의료비 보상","운전자가 급격하고도 우연한 상해사고로 인해 의사의 치료를 받게 됐을 경우 의료비를 가입금액 한도내에서 지급합니다. 상해사고는 교통사고와 일상생활중의 상해사고로 나눌 수 있습니다. 가입하는 보험의 종류 및 가입자가 선택하는 특별약관에 따라서 교통사고만 보장받거나 혹은 교통사고외에 일상생활중의 상해사고까지 보장받을 수도 있습니다. 또 의료비를 지급하는 방식도 입원과 상관없이 실비를 지급하거나 혹은 입원했을 경우만 정액의 입원비를 지급하는 경우도 있습니다. 그리고 국민건강보험을 적용받지 않는 자동차 사고, 산업재해보상 사고 등의 경우는 발생 의료비의 일부만을 보상할 수 있습니다. 각 보험상품별 보상 내용은 아래를 참고하십시오.(상해 1급 기준)
교통사고만 의료비 최고 100만원
그린화재 무배당그린카보너스콜보험
교통사고만 의료비 최고 200만원
대한화재 무배당뉴해피카운전자보험II
신동아화재 무배당프라임운전자보험IV
쌍용화재 무배당OK365상해보험
교통사고외에 일상생활중의 상해사고까지 의료비 최고 200만원
삼성화재 무배당명품운전자보험V
엘지화재 무배당아이러브차차차운전자보험(L3.10)
제일화재 무배당노블레스운전자보험
현대해상 무배당뉴하이카운전자상해보험
교통사고외에 일상생활중의 상해사고까지 의료비 최고 500만원
동부화재 무배당참좋은운전자보험III
동양화재 무배당1.2.3운전자보험V (가입기간에 따라 달라짐)
가입기간 5년 미만: 200만원
가입기간 5년 이상 ~ 10년 미만: 300만원
가입기간 10년 이상: 500만원"
