_id,question,answer
111,"역주행 차량 대상 보험사기 사례 및 대응 요령","일방통행도로에서 도로사정을 모르고 역진입하는 차량을 대상으로 고의로 차량 접촉사고를 일으킨 후 법규위반 사실을 근거로 상대편 운전자를 가해자로 주장하여 보험금을 편취하는 유형
1. 보험사기사례
 [사례1] 2006년 10월 혐의자 이○○은 서울시 도봉구 주택가의 일방통행 길에서 역주행 하는 차량을 미리 기다리고 있다가 고의사고를 일으킨 후 법규위반 사실을 들어 협박하면서 합의금과 보험금을 편취함.
  [사례2] 2007년 3월 혐의자 황○○(20세) 외 4명은 대구시 남구의 일방통행길에서 김○○(34세)가 가스 배달차량을 운전하여 일방통행로를 라이트를 켜고 역주행하는 것을 발견하고 고의적으로 경미한 접촉사고를 야기하여 합의금 및 보험금을 편취 김○○은 접촉사고를 피하기 위해 후진하였으나 황○○이 속도를 높여 고의 사고를 유발함.
2. 사기자의특징 및 행동방식
역주행 차량이 정상주행 차량을 발견하고 정지해도 고의로 사고를 일으킴
사고 현장에서 상대방의 역주행 행위를 크게 강조하여 운전자가 인정하도록 유도하고 현장 합의와 보험접수를 요구(경찰신고 회피)
실제 사고처럼 보이기 위하여 강하게 충격
심야에 다수가 탑승해 있고 사고현장에서 바람잡이가 있음
경미한 물적 사고임에도 병원치료 등을 요구
3. 피해자의대응 요령
경찰관과 보험회사 직원에게 상대방이 고의로 사고를 발생시켰다는 사실을 적극적으로 부각
사기 혐의자의 인상착의와 연락처를 명확히 확인
피해자가 역주행시 혐의차량의 진행경로와 충돌지점 등 사고현장을 표시하고 사고 부위 등을 사진 촬영
[자료출처] 금융감독원, 보도자료 "자동차 사고 시보험사기 방지 요령"(2007.12.14)"
112,"어린이집 차량은 유상운송위험담보특약 가입해야 하나","일반적으로 어린이집이나 사설학원의 원장 소유로 된 차량으로 본인의 원생을 요금이나 대가 없이 운행하는 것이라면 유상운송위험담보특약을 적용하지 않아도 됩니다. 하지만 원장소유의 차량이 아니거나 요금이나 대가를 목적으로 반복적으로 운행하는 승합차(7인승 이상 승용차)라면 유상운송위험담보특약을 적용해야만 사고보상을 받을 수 있습니다. 유상운송위험담보특약은 보험사 및 승차정원에 따라 150~300%까지 부과됩니다."
113,"할증 피하기 위해 아내를 보험가입자로 해도 되나","사고할증을 피하기 위해 가족간 명의 변경해서 보험가입을 하는 것이라면 최고 50%의 특별할증률을 적용해서 가입해야 하거나, 아예 보험사의 가입심사에서 거절될 수 있습니다. 사고할증은 피보험자를 기준으로 적용되는데 피보험자를 변경하게 되면 기존의 사고할증을 적용할 수 없게 되므로 보험사의 피해를 막기 위한 조치로 보여집니다."
114,"자동차보험 가입시 지게차 운전경력도 인정되나","지게차 운전경력은 보험가입경력으로 인정받을 수 없습니다. 자동차보험 가입시 보험가입경력으로 인정받을 수 있는 경력은 다음의 6가지에 한합니다.
군대에서 운전병으로 근무한 기간 (병무청 병적증명서로 입증)
관공서에서 운전직으로 근무한 기간 (관공서 근무경력증명서로 입증)
법인체에서 운전직으로 근무한 기간 (법인체 근무경력증명서로 입증)
택시나 버스의 운전기사로 근무한 기간  (운수업체 근무경력증명서로 입증)
오토바이를 책임보험이나 종합보험에 가입한 기간 (보험사 보험료영수증으로 입증)
외국에서 자동차보험을 가입한 기간 (외국의 보험가입증명서나 보험증권으로 입증)"
115,"동일증권으로 화물차량과 승용차를 묶을 수 있나","본인 명의로 10인승 이하 승용차 또는 1톤 이하 화물차 또는 경승합 중에 해당하는 차량이 2대 이상있다면 보험가입시 동일증권으로 묶어서 가입할 수 있습니다."
116,"차가 생기면 등록, 가입해야 하는 것들에는 무엇이 있나","차량 구입
자동차 판매영업소나 중고차 매매센타를 통해 차량을 구입합니다. 일반적으로 연말에 차량을 구입하는 것이 유리합니다. 해가 바뀌면 차량의 제조연식이 1년 더 늘어나서 차량가치가 점점 떨어지게 되고, 새해에 판매되는 새차에 밀려서 재고가 늘어나게 되므로 자동차 제조회사나 판매회사는 재고를 줄이기 위해 할인판매를 시행하는 경우가 많기 때문입니다.
자동차보험 가입
차량을 구입했다면 차량 운행하기 전에 먼저 자동차보험에 가입해야 합니다. 자동차를 소유한 사람 앞으로 자동차보험을 가입하도록 법으로 정해져 있습니다. 그래서 하루라도 자동차보험을 미가입하면 자가용 차량의 경우 최고 90만원까지 과태료가 부과됩니다. 자동차보험의 보험료는 보험회사, 차량소유자의 나이 및 성별, 차량의 종류, 보상한도, 운전자의 범위 등에 따라 모두 다르므로 보험료 비교사이트를 통해서 유리하게 가입할 수 있습니다.
차량 등록
신차의 경우 10일간 임시운행기간(중고차는 별도의 임시운행기간이 없음)을 통해 차량 이상여부를 체크하고 본인 명의로 등록하기로 결정했다면 동일한 특별시,광역시 또는 도 내에 있는 구청의 차량등록사업소에서 본인명의로 소유자등록을 해야 합니다. 등록할 때는 등록비용과 구비서류가 필요합니다.
등록비용은 차종 및 지역에 따라 약간 차이가 있는데, 2,000cc 자가용 승용차의 경우 등록세(차량가액의 5%), 취득세(차량가액의 2%), 공채(지역에 따라 다름. 차량가액의 약 10~20%), 기타비용(인지대, 번호판 구입비용 등)이 듭니다.
구비서류는 신차의 경우 세금계산서, 임시운행허가증 및 임시운행 번호판, 자동차보험 가입증명서, 차량소유자의 신분증 등이 필요합니다.
자동차세, 정기검사
자동차를 소유하면 자동차세를 1년에 2번, 6월과 12월에 납입해야 하는데, 연초에 구청으로 문의해서 일시납으로 내면 총 자동차세의 10%를 할인받을 수 있습니다. 자동차세는 10인승 이하 승용차의 경우 배기량에 따라, 승합차의 경우 40인승 기준으로, 화물?汰?경우 적재량에 따라 달라집니다. 추가로 10인승 이하 승용차의 경우는 교육세(자동차세의 30%)도 납입해야 합니다.

정기검사는 자동차등록증상의 검사만료일로부터 ±30일 내로 해야 하는데 검사일자를 초과하면 최대 30만원까지 과태료가 부과됩니다. 정기검사는 검사소나 지정정비사업장에서 시행하며 검사비용과 구비서류가 필요합니다. 구비서류는 자동차등록증, 자동차보험가입증명서, 검사받으러 가는 사람의 신분증이 필요합니다."
117,"회사차량 사고시 동승자도 자동차보험에서 보상되나","차량을 소유하고 있는 법인의 이사와 감사, 직원이 동승 중 다쳤을 경우에는 법인이 가입한 자동차보험의 자기신체사고로 보상을 받을 수 있으며, 만일 법인의 직원이 아닌 거래처 직원이나 손님 등 제3자가 동승 중 다쳤을 경우에는 법인이 가입한 보험의 대인배상에서 보상을 받을 수 있습니다."
118,"택배운전경력 인정되나","택배 운전경력은 보험가입경력으로 인정받을 수 없습니다. 자동차보험 가입시 보험가입경력으로 인정받을 수 있는 경력은 다음의 6가지에 한합니다.  
군대에서 운전병으로 근무한 기간 (병무청 병적증명서로 입증)
관공서에서 운전직으로 근무한 기간 (관공서 근무경력증명서로 입증)
법인체에서 운전직으로 근무한 기간 (법인체 근무경력증명서로 입증)
택시나 버스의 운전기사로 근무한 기간  (운수업체 근무경력증명서로 입증)
오토바이를 책임보험이나 종합보험에 가입한 기간 (보험사 보험료영수증으로 입증)
외국에서 자동차보험을 가입한 기간 (외국의 보험가입증명서나 보험증권으로 입증)"
119,"음주상태에서 사고발생시 보상받을 수 있나","음주사고시 자기차량손해를 제외한 나머지 대인배상Ⅰ, 대인배상Ⅱ, 대물배상, 자기신체사고, 무보험차상해사고는 보상받을 수 있습니다. 다만 대인배상Ⅰ, 대인배상Ⅱ의 보상을 받을 때의 200만원, 대물보상을 받을 때의 50만원을 음주면책금으로 보험회사에 납부해야 합니다."
120,"사고처리 미흡 운전자 대상 보험사기 사례 및 대응 요령","차량 손상이 거의 없는 경미한 교통사고에 대해 상호 양해 하에 헤어진 후 상대차량을 뺑소니로 신고하여 이를 빌미로 거액의 합의금 및 보험금을 편취하는유형
1. 보험사기사례
[사례1] 2006년 7월 경기도 의정부시에서 발생한 후미추돌사고로 사고 시 피해가 경미하여 현장에서는 상호 합의 후 헤어졌으나, 추후 병원에 입원하고 뺑소니를 주장하며 합의금 및 보험금을 편취
  [사례2] 2004년 5월 혐의자 손○○은 경기도 부천시 도로상에서 운전자 박○○이 좌회전하기 위해 2차선에서 1차선으로 차선을 변경하여 자신의 차량 앞으로 진입하자 급정거한 뒤 현장에서는 차량접촉이 없음을 들어 상호 합의하에 헤어졌으나 다음날 목이 아프다며 112에 뺑소니 신고하고 합의금을 요구함.
2. 사기자의특징 및 행동방식
주로 법규위반 차량 상대로 가벼운 접촉사고 후 현장에서는 법규위반 사실만을 인정하게 하고 신체나 차량에는 큰 이상이 없다고 헤어짐
사고 시 법규위반을 한 사실과 사고 후 적절한 조치가 없었기 때문에 뺑소니라고 주장하며 고액의 합의금 및 보험처리를 요구
3. 피해자의대응 요령
아무리 경미한 사고라도 경찰서나 보험사에 사고 접수하는 것이 바람직
현장에서 합의가 이루어지는 경우에는 합의서 등을 반드시 작성
현장에서 상호 인적사항, 부상여부 등을 교환하는 경우에는 뺑소니에 해당되지 않으므로 연락처, 피해정도 등을 정확하게 파악
상대 운전자를 병원에 이송하는 경우에도 병원에 본인 연락처 등을 남겨야 하며 병원에 이송만한 경우 뺑소니로 간주될 수 있음
[자료출처] 금융감독원, 보도자료 "자동차 사고 시보험사기 방지 요령"(2007.12.14)"
121,"자동차보험의 적용보험료란 무엇인가","가입자별로 해당하는 기본보험료에 할인할증률, 가입경력률, 분납요율, ABS장착특별요율 등 제반요율을 적용해서 산출된 금액으로 계약자가 실제로 납입해야 하는 보험료를 말합니다."
122,"보험을 중단하였다가 다시 가입하면 자동차보험 할인할증 승계되나","미가입 기간 정도에 따라 다릅니다. 다만 평가대상기간에 사고가 없고 전계약의 보험기간이 1년인 경우에 한합니다.
미가입 기간이 1개월 이내인 경우 : 할인 적용
미가입 기간이 1개월 초과 3년 이내인 경우 : 전계약의 등급을 적용
미가입 기간이 3년 경과인 경우 : 기본 11등급을 적용"
123,"대리운전자가 신호위반, 과속, 뺑소니 한 경우는","대리운전자가 신호위반, 과속, 뺑소니 등 교통법규를 위반했는데 현장에서 경찰관에게 단속되지 않고 나중에 차량 소유자가 범칙금 통고를 받거나 경찰서 출두 요청을 받는 경우가 있습니다. 이 때 대리운전을 이용한 사실이 입증되지 않거나, 혹은 입증되었다고 해도 대리운전자(업체)가 순순히 책임을 지지 않으면 범칙금을 대신 내거나 사고 처리까지 대신해야 될 수 있습니다. 특히 신호위반이나 과속은 적발된 뒤 1개월내지 2개월이 지나서야 차량 소유자가 드러나기 때문에 휴·폐업이 빈발하는 대리운전 업계의 특성을 감안하면 피해를 보상받기란 사실상 불가능한 실정입니다. 따라서 출발 전에 대리운전자의 신원 확인을 하고 준법 운행을 당부하는 것은 필수적입니다."
124,"무보험 49cc 오토바이 사고시 보장사업 보상되나","정부보장사업은 보험을 가입하지 않은 자가 자배법 제3조의 규정에 의한 손해배상책임을 지게 되는 경우에 보상하게 되어 있는데, 문제는 49cc 오토바이가 자동차손해배상보장법 제3조의 자동차의 범주에 포함되는지 여부입니다. 자동차손해배상보장법 제2조 제1호의 규정상 ‘자동차’라 함은 자동차관리법의 적용을 받는 자동차를 말하는데, 49cc 오토바이의 경우 위 조항의 자동차의 범주에 포함되지 않으므로 보장사업 보상처리가 되지 않습니다.
[참고] 총 배기량 50cc이상 또는 정격출력 0.59kw이상인 오토바이가 해당됩니다. 이 경우 관할관청에 사용 신고를 하지 않은 이륜차에 의한 피해자도 보상받을 수 있다."
125,"긴급출동서비스 중 긴급견인이란","서비스 기본 내용
피보험자가 피보험자동차를 소유, 사용, 관리하던 중 피보험자동차의 고장으로 인하여 운행이 불가능한 경우 10km의 범위 내에서 가까운 정비소까지 견인. 10km를 초과하는 거리에 대해서는 1km당 2천원씩 자비로 부담.(특약 미가입시 기본 10km에 3만원이며, 추가 1km당 2천원씩 자비 부담)
서비스 불가 사례
고장이 아닌 기타 사유(음주, 운전미숙 등)로 인한 견인 요청.
셀프로더(셀프카)로 견인해야 하는 차량(외제차, 상시 4륜구동 차량, ECS시스템 차량)이 지하주차장에 있는 경우. 별도의 비용을 부담한 뒤 현장조치(수리) 받아야 함.
적재함에 물건을 실은 경우 견인으로 인해 적재물이 파손될 우려가 있어 견인 불가. 파손위험을 감수하는 조건 하에서는 견인이 가능. "
126,"자동차보험료 차이가 크더라도 서비스에 차이가 없나","금융감독원의 '어느 자동차보험에 가입하는 것이 바람직한가요?'라는 글에 따르면 똑같은 보장인 경우 보험료가 저렴한 상품이 좋다고 합니다. 이는 자동차보험가격 자유화로 인해 개인별로 저렴한 보험사가 다르며, 사고보상은 보험사에 따라 다르지 않고, 약관에 의해서 이뤄지기 때문입니다. 그러나, 같은 보험사의 자동차보험이라 할지라도 고객에게 유리한 상담, 소비자보호 기능, 계약관리 기능 등 고객지향적인 서비스를 제공하는, 인슈넷FC와 같은 대형 대리점에서 비교견적서비스를 통해 저렴한 보험사를 찾아서 가입하시는 것이 좋습니다."
127,"교통사고 발생시 현장에서 취해야 할 조치는","즉시 정차하여 사고 확인  
어떤 사고라도 일단 정차 후 사고를 확인해야 합니다.
내가 피해차량이라도 꼭 확인해야 합니다.
부상자 구호조치   
먼저 다친 사람의 부상상태 확인합니다.
부상이 심할 경우 응급조치 후 112,119등에 신고하여 후송 조치합니다.부상자 구호 조치는 법적 의무사항입니다.
사고현장에서 피해자 구호조치 없이 현장을 떠난다면 `뺑소니사고`로신고될 수 있으니 유의하여야 합니다.
정황증거 확보
카메라 및 스프레이 등으로 현장 보존을 실시합니다.
사고 목격자의 신원 및 연락처 등을 확보합니다.
쌍방간에 연락처, 운전자 성명, 차량번호 등을 교환합니다.
경찰서 신고 여부   
가해자/피해자 구분이 안될 때(상호 다툼이 있을때), 상대방이 음주를 했거나, 무면허/뺑소니를한 경우, 보험으로 보상을 못받는 경우, 10대중과실 사고 등은 경찰 신고를 해야 합니다.
차량만 파손된 것이 분명하고, 도로에서의 위험방지와 원활한 소통을위하여 필요한 조치를 했을 때는 꼭 경찰 신고를 할 필요는 없습니다.
자비처리/보험처리 여부 판단
가해자인 경우 보험사에 사고 접보시키고 접수번호, 담당자,보상처리 절차를 안내한 후 피해자를 최대한 안심시킵니다.
자동차사고의 손익분기점을 계산하여 자비처리 또는 보험처리 여부 결정합니다."
128,"도난방지장치 장착시 자동차보험료 얼마나 할인되나","자동차에 도난방지장치를 장착했다면 자기차량손해 보험료를 최대 5% 할인받을 수 있습니다. 도난방지장치는 차량 출고 때 뿐만 아니라 개별적으로 장착한 경우에도 할인받을 수 있습니다. 다만, 일부 보험사에서 17인승 이상 승합차 또는 1톤 초과 화물차는 보험료 할인 적용대상에 해당하지 않습니다. 도난방지장치는 내비게이션, GPS, 이모빌라이져 (스마트키), 모젠 등이 해당되며, 여러 개를 장착한 경우에는 중복으로 할인되지 않고, 그 중 가장 높은 할인율이 적용됩니다."
129,"부부가 같이 운전하는 경우 가입자를 누구로 하나","가입조건이 동일한 경우에 운전경력 또는 운전면허 취득기간의 차이는 자동차보험료에 영향을 미치지 않습니다.(보험료차이를 발생시키는 요소는 자동차보험 가입경력입니다) 보험가입경력과 연령 등 자동차보험료를 결정하는 요소가 모두 동일한 경우 보험료 차이가 발생할 수 있는 요소는 성별의 차이 뿐입니다. 보험사에 따라서 적용이 다르긴 하지만, 다른 조건이 모두 동일하다면 대체적으로 여성피보험자의 보험료가 남성피보험자의 보험료보다 저렴합니다.
  자동차보험료는 가입자의 보험가입경력, 사고경력, 나이, 성별, 운전범위 및 운전연령의 선택조건 등에 따라 달라집니다. 부부가 같이 운전한다면 운전범위 및 운전연령 조건은 동일할 것이고, 보험가입경력과 사고경력도 동일하다면 대체로 여성 피보험자가 남성 피보험자에 비해 보험료가 저렴합니다. 그러나 한가지만 비교해서 판단하는 것보다 보험료 비교사이트를 통해 각각 가입자로 해서 산출된 보험료를 비교하는 것이 좋습니다."
130,"단기간 보험가입 위한 상품 있나","단기간 보험가입 위한 상품은 별도로 없습니다. 단기계약은 날짜가 짧은데도 상대적으로 보험료가 비싸고, 계약을 연장해야 할 때 가입자가 일일이 가입요청을 해야 해서 계약관리 차원에서도 번거로우므로 가급적 단기로 가입하지 않는 것이 좋습니다. 차량 양도할 예정이라 짧게 가입해야 하는 경우라면 우선 1년으로 가입하고 양도증명서를 제출해서 남은 날짜에 해당하는 보험료를 모두 돌려받으면 됩니다."
131,"책임보험 미가입 3년 된 오토바이를 팔려고 하는 경우","책임보험에 가입하지 않은 경우 미가입기간에 대한 과태료가 부과되며 소유권의 이전 및 등록도 제한됩니다. 따라서 소유권을 이전하시기 위해서는 먼저 미가입기간에 대한 과태료를 해결하셔야 합니다"
132,"자동차보험 10일 정도의 미가입기간, 과태료 부과 되는가","자동차보험은 차량을 소유했다면 반드시 가입해야 합니다.(자동차손해배상보장법에는 자동차보유자의 보험 가입 의무와 보험 미가입 차량의 운행을 금지하는 조항이 있습니다) 따라서 보험기간 만료 후에 단 하루라도 보험미가입 상태였다면 과태료가 부과됩니다. 미가입기간이 10일이라면 비사업용(자가용) 차량의 과태료는 15,000원이고, 사업용(영업용) 차량의 과태료는 65,000원입니다."
133,"경찰이 과실비율 결정하나","경찰에게는 과실비율 산정의 권한은 없으며, 사고를 조사하여 가해자와 피해자만 구분해 줄 수 있습니다. 경찰에서 가해자와 피해자가 가려지면, 이를 토대로 하여 보험사의 사고담당자가 현장조사 및 사고내용을 검토하여 도로교통법과 판례를 기준으로 과실비율을 산정하게 됩니다. 만일 쌍방간에 과실에 대한 의견 조율이 되지 않을 경우에는 소송을 통해서 확정판결된 내용으로 최종적인 과실비율이 결정 됩니다."
134,"동일증권으로 다른 보험사 가입된 차량을 묶는 법","이미 다른 보험사로 가입하셨다면 먼저 종료되는 계약을 갱신할 때 유지중인 계약의 보험사로 보험종료일을 일치시켜서 동일증권으로 가입할 수 있습니다. 이 때 먼저 종료되는 계약을 현재 유지중인 계약과 동일증권으로 가입하는 것이 유리한지, 먼저 종료되는 계약은 개별적으로 계약하고 그 다음에 종료되는 계약을 다른 계약과 동일증권으로 가입하는 것이 유리한지 보험전문가와 상의한 후 결정하는 것이 좋습니다."
135,"플러스자동차보험의 자동차상해특약이란","'자동차상해' 특약은 플러스자동차보험에서 가입하는 담보로서 개인용자동차보험의 '자기신체사고'를 대체하는 담보입니다. 이 담보는 차를 소유, 사용, 관리하는 동안에 생긴 사고로 인하여 피보험자, 운전자 및 그들의 가족이 상해를 입었을 경우 보상하며, 보험사는 매번 사고에 대하여 사망보험금, 부상보험금, 후유장해보험금 등을 가입금액 한도 내에서 지급합니다. 일반적인 자동차보험의 자기신체사고 보다 폭넓은 보장이 가능하며, 가입금액은 1사고당 1억원과 2억원의 2가지중에 선택할 수 있습니다. 이 담보는 차량 소유자가 법적으로 가입할 의무는 없습니다."
136,"피해자가 괜찮다며 그냥 돌아가라고 하는데","피해자가 괜찮다며 그냥 돌아가라고 하는 경우에도 반드시 피해자에게 자신의 연락처를 남겨 두고 주변의 증인 등을 미리 확보하여 두는 것이 좋습니다. 물론 피해자가 구호를 거부한 경우, 피해자의 의사에 반하여 병원까지 후송해야 할 필요는 없으나, 당시 피해자가 상해를 입었음을 알고도 별다른 조치 없이 그냥 갔다면 명백히 도주가 성립되어 뺑소니로 몰릴 수 있습니다. 도주인지의 여부는 사망 또는 상해사실을 알고도, 또는 정확히 모르지만 다쳤을 수도 있다고 생각되는 미필적 고의도 포함해서 사고발생 시 구호조치 없이 현장을 이탈한 경우인지 아닌지의 여부로 판단하기 때문입니다. 특히 연락처조차 남기지 않고 그냥 헤어진 경우라면 반드시 해당 사고지역의 경찰서에 이러한 사실을 미리 신고하여 두면 뺑소니로 몰릴 수 있는 위험에서 벗어날 수 있습니다."
137,"대리운전자가 대인사고를 낸 경우 보상은","대리운전자가 사고를 내어 남을 죽게 하거나 다치게 한 경우에는 차량 소유자의 책임보험과 대리운전자보험이 합쳐서 보상을 하게 됩니다. 만약 대리운전자가 무보험 상태이거나 배상 능력이 없다면, 차량 소유자가 책임보험 보상금을 초과하는 손해금액을 전부 부담하게 될 수 있습니다. 설혹 차량 소유자의 자동차보험이 <제3자 운전 가능(기본계약)>으로 가입되어 있더라도 대리운전자가 낸 사고는 책임보험 이외에는 보상하지 않는다는 점을 유의하십시오. 일단 대리운전자의 과실로 남이 죽거나 다치면, 차량 소유자는 최소한 책임보험에서라도 보상금을 지급해야 되므로 차후 3년간 보험료 할증을 피할 수 없습니다."
138,"인슈넷FC의 무료 견인거리 확대 서비스란","인슈넷FC을 통하여 자동차보험을 가입하신 분에게 보험계약이 유효한 기간 동안 "긴급견인 3배 제공 서비스(이하 견인확대)"를 아래와 같이 제공해 드리고 있습니다. 이것은 국내의 그 어느 자동차보험사, 다이렉트보험사, 보험포털, 법인대리점 등에서도 제공하지 못하는 인슈넷FC만의 고유한 서비스입니다. 좀 더 자세한 내용을 보시려면 아래의 내용을 참고 하십시오.
서비스 내용 항목
적용 방법
   고객 연차별 견인확대 거리
   20km ~ 250km
   1회당 견인확대 거리 한도
   최고 50km (단 고객 연차별 견인거리 이내에 한함)
   이용 가능한 견인확대 차량
   보험사가 보내준 긴급출동 견인차
   견인확대 이용 거리
   고장 및 사고 현장에서 고객이 원하는 정비공장까지
   1일(24시간) 이용가능 횟수
   1회
   연간 이용가능 횟수
   보험사의 긴급출동 견인 횟수와 동일
   견인확대 이용 후 잔여거리
   고객 연차별 견인거리에서 차감 후 남은 거리
   이용상의 유의사항
   서비스가 제한적이거나 예외적으로 적용되는 사항"
139,"동일증권으로 보험 만기일이 다른 두 차량을 묶는 법","먼저 종료되는 계약을 갱신할 때 유지중인 계약의 보험사로 보험종료일을 일치시켜서 동일증권으로 가입할 수 있습니다. 이 때 먼저 종료되는 계약을 현재 유지중인 계약과 동일증권으로 가입하는 것이 유리한지, 먼저 종료되는 계약은 개별적으로 계약하고 그 다음에 종료되는 계약을 다른 계약과 동일증권으로 가입하는 것이 유리한지 보험전문가와 상의한 후 결정하는 것이 좋습니다."
140,"가입기간이 1년 미만인 경우 자동차보험료 계산","자동차보험료는 보험기간 1년을 기준으로 산출되는데, 1년 미만이라면 별도의 단기요율을 적용합니다. 아래와 같이 7일에 해당하는 보험료는 1년 보험료의 6%를 적용하게 되며, 이는 날짜 계산으로 산출하는 것보다 불리하게 적용됩니다.
   기간
 7일
15일
1월
2월
3월
4월
5월
 단기요율
 6%
10%
15%
20%
30%
40%
50%
 기간
 6월
7월
8월
9월
10월
11월
12월
 단기요율
 60%
70%
80%
85%
90%
95%
 100%"
141,"가해자와 피해자가 가족 관계인 경우에도 보상되나","본인의 가족에게 자동차사고로 피해를 입혔을 경우, 원칙적으로는 배상책임이 발생한다고 보기 어렵습니다. 본인이 가입한 자동차보험의 자기신체사고나 자기차량손해에서는 보상을 받을 수 있으며, 추가적인 내용은 아래와 같습니다.
대인사고
가해자와 피해자가 가족관계인 경우 자기신체손해에서 피해자에 대한 보상을 받을 수 있습니다.
만일 자기신체손해의 보상 한도를 넘는 사고일 경우에는 대인배상Ⅱ에서는약관상 보상하지 않는다고 명시되어 있어서 보상을 받을 수 없으나, 대인배상Ⅰ(책임보험)에서는따로 약관상의 면책조항이 없기 때문에 보상을 받을 수 있습니다.
통상적으로 보험약관에서 얘기하는 가족은 직계가족(배우자, 부모, 배우자의부모, 자녀)을 얘기하는 것이며, 형제의 경우에는가족의 범주에 포함되지 않아 자기신체손해가 아닌 대인배상Ⅰ(책임보험)과 대인배상Ⅱ에서 보상을받을 수 있습니다.
물적사고
피보험자 또는 그 부모, 배우자 및 자녀가 소유, 사용, 관리하는 재물에 생긴 손해에 대해서 대물배상에서는 보상이 되지 않습니다. 이런 경우, 가해자와 피해자가자기차량손해에 가입되어 있다면 각자의 보험에서 자기차량손해로 보상을받아야 합니다. 만일 자기차량손해가 가입되어 있지 않다면, 가해자와 피해자가잘 협의해서 현금으로 수리를 해야 합니다."
142,"플러스자동차보험의 자동차상해는 자손과 무엇이 다른가","플러스자동차보험에서는 <자기신체사고>라는 말이 없습니다. 대신 <자동차상해>로 명칭을 변경하고 보상한도를 확대합니다.
단독사고시 보상 : 개인용자동차보험은 상해 급수별 한도액이 있어한도액내에서 치료비를 지급했지만, 플러스보험은 보험가입금액 한도내에서 약관상지급기준에 의해 발생 손해액 전액을 보상합니다.
쌍방과실사고시 보상 : 보험가입금액 한도 내에서 약관상 지급기준에의해 자기과실분을 공제하지 않고 발생손해액 전액을 지급합니다. 그리고, 상대방회사의 대인배상으로 지급 받을 수 있는 금액까지 피해자 본인이 가입한 보험회사에서우선적으로 지급받고, 추후에 상대방회사에 보험금을 구상 청구하기 때문에 청구절차가간편합니다."
143,"만 24세 미만인 경우 부모님 명의로 가입하나","자동차보험료는 차량소유자 명의로 가입해야 합니다. 차량소유자는 운전면허 여부와 상관없이 누구든지 등록할 수 있고 자동차보험도 운전면허 여부와 상관없이 차량소유자 명의로 가입할 수 있습니다. 즉, 차량소유자가 만 24세 미만인 자녀라면 자동차보험 가입도 자녀 앞으로 해야 합니다. 차량소유자가 운전하지 않는다면 자동차보험의 가입조건에서 운전자범위 및 운전자연령을 선택할 때 실제로 차량운전자가 해당하도록 하면 됩니다."
144,"무사고 후 재가입하는데 자동차보험료가 오르는 이유는","보험가입 경력이나 사고경력에 따른 할인율과 할증률이 없고, 가입조건 또한 변하지 않더라도 보험료는 아래와 같은 이유로 올라갈 수 있습니다. 
물가가 인상되면 보험사들이 전체적으로 보험료를 인상합니다.병원치료비, 차량수리비, 회사운영비 등 이 올라가므로 어쩔 수 없는 일입니다.
손해율이 나빠진 가입자 계층의 보험료는 올라가고 반면에 손해율이 좋아진 가입자 계층의 보험료는 내려갑니다. 보험료는 가입자 계층에 따라 책정되므로 개별 가입자는 사고가 없더라도 보험료가 올라갈 수 있습니다.
차량의 연식이 오래되면 중고차 할증률이 올라가므로 보험료가 올라갈 수 있습니다. 물론 연식이 오래되면 차량가액도 떨어지지만 차량가액은 일정한 비율로 떨어지는데 비해서 중고차 할증률은 불규칙적으로 올라가므로 차이가 크게 벌어지는 단계에 해당될 때는 자기차량손해 보험료가 많이 오를 수 있습니다."
145,"진단서 비용도 자동차보험에서 보상되나","진단서 비용은 보상이 되지 않기 때문에 피해자 본인이 부담해야 합니다. 자동차손해배상보장법 제3조에 의하면 피해자는 자신이 자동차의 운행으로 인하여 손해를 입었다는 사실에 대해 입증을 해야 하며, 피해사실을 입증하는 기초 서류인 진단서는 손해배상 대상건이 아닙니다."
146,"차량으로 남의 기물을 파손했을 때 자동차보험에서 보상되나","피보험자동차의 운행으로 인하여 주유소 등 남의 재산에 대한 기물 파손시 가입한 자동차보험의 대물배상으로 처리할 수 있습니다. 다만, 가입한 대물배상의 한도액을 넘는 손해가 발생했을 경우, 그 부분은 본인의 부담으로 배상을 하셔야 합니다."
147,"중도 해약시 발생하는 손해율은","권리양도나 말소로 인한 해지는 해당 증빙서류가 첨부되어야 하며, 잔여기간 동안에 해당하는 보험료를일할(날짜)계산하여 돌려 드리므로 손해없이 환급 받으실 수 있습니다.다만 사고로 인해 보상받은 담보에 대해서는 환급 보험료가 없습니다.
  가입자 임의로 해지하는 경우 의무보험은 해지가 안되며, 임의보험(종합보험)은 아래 표와 같이 단기요율로 계산됩니다. 
 기간
 7일
15일
1월
2월
3월
4월
5월
 단기요율
 6%
10%
15%
20%
30%
40%
50%
 기간
 6월
7월
8월
9월
10월
11월
12월
 단기요율
 60%
70%
80%
85%
90%
95%
 100%
예시: 2개월 안에 해지할 경우 - 납입보험료에서 1년 간의 임의보험료 중 20%를 공제하고 80%를 환급받으시게 됩니다. 단, 보험사고로 보험금을 지급받은 담보에 대해서는 환급되지 않습니다."
