_id,question,answer
48,"암보험 가입시 일시납과 월납 중 어느 것이 유리한가","보험료를 납입하는 기간이 길수록 납입하는 총보험료가 많아지므로 여유자금이 있으시다면 일시금으로 납입하시는 것이 유리할 수도 있는 반면에, 월납으로 장기간 납입시에는 보험기간 중 보험사고 발생시 보험료 납입면제를 받을 수 있는 장점이 있어 일시납과 월납 서로간에 장단점이 있습니다."
49,"암보험은 언제부터 보장을 받나","암을 보장하는 보험상품의 약관상에 '암보장에 대한 책임개시일은 계약일로부터 90일이 지난날의 다음날부터입니다.'라고 규정되어 있습니다. 책임개시일의 기준은 암이 발생한 시점이 아니라 병원에서 진단받을 날짜를 기준으로 합니다. 따라서 암은 이미 그 이전에 발생했다 하더라도 암보험 가입 후 90일이 지나서 암진단을 받았으면 정상적으로 보장받습니다.
  90일이라는 책임개시일을 두는 이유는 가입당시 암증세가 있는 사람이 고의적으로 가입하는 것을 막기 위해서 입니다. 암의 경우 통계상 발병일 기준 90일 이내에 외형적으로 뚜렷한 증세가 나타나기 때문입니다.  참고로 90일 이전에 암진단시 보험회사는 납입한 보험료를 계약자에게 돌려주고, 계약은 자동 해지됩니다."
50,"암보험 가입은 단독상품과 특약 중 어느것이 좋은가","암에 대한 보장은 암보험을 별도로 가입하는 방법과 건강보험의 특약 형태로 가입하는 방법이 있습니다. 암보장은 단독상품으로 가입하는 것이 좋습니다. 그 이유는 아래와 같습니다.
보험료 대비 보장금액이 큽니다.
진단금을 고액으로 가입할 수 있습니다.
주계약으로 가입하기 때문에 보험료 환급형도 가입할 수 있습니다.
종신보험이나 건강보험이 해약되면 암특약도 함께 실효되는 것을 막을 수 있습니다."
52,"60세 이상이 가입할 수 있는 암보험도 있나","암보험 상품의 경우 가입가능 연령이 대부분 60세까지이며, 65세까지 가입가능한 상품은 극히 일부에 지나지 않습니다. 따라서 선택의 폭이 넓지 않습니다."
53,"암수술 후 몇년간 생존하다 사망시 암사망 판정으로 되나","암 사망보험금은 책임개시일 이후에 최초로 암으로 진단 확정되고, 그 암으로 인하여 사망하거나, 장해분류표 중 제1급의 장해 상태가 되었을 때 지급됩니다. 즉 암 사망보험금 청구시 암으로 인하여 사망하였다는 의사소견서 또는 사망진단서를 첨부하시면 됩니다."
54,"암보험료의 납입기간은 어떻게 해야 유리하나","긴 것이 좋습니다. 길게 납입했을 경우 짧게 납입하는 것보다 월 보험료가 저렴하고, 나중에 필요하다면 납입기간을 짧게 변경할 수도 있습니다. 다만 경제 활동을 하는 기간 내에 보험료 납입을 완료하고 싶다면 납입기간을 짧게 하는 것도 고려해 볼 수 있습니다."
55,"암보험에서 기타피부암은 왜 진단금이 적나","간단한 치료로 완치되기 때문에 그렇습니다. 기타피부암은 표피의 내·외에서 발견되는데, 간단한 수술로 완치가 가능합니다."
56,"암보험료는 납입기간에 따라 달라지나","그렇습니다. 보험료 납입기간에 따라 보험료가 달라집니다. 보장기간이 같다면 보험료 납입기간이 길수록 보험료가 저렴해 질 것은 당연합니다. 암보험의 보험료 납입기간은 보험사마다 다르지만 아래와 같은 4가지 방식이 있습니다.
5년, 7년, 10년, 15년, 20년 등 햇수를 정해서 그 기간 동안 냄.
55세, 60세 등 나이를 정해서 그 나이가 될 때까지 계속 냄.
보장기간이 끝날 때까지 계속 냄. (전기납이라고 함)
보험가입시 한번에 모두 냄. (일시납이라고 함)
위 4가지 중에서 어느 것을 선택하든지 햇수로 계산한 보험료 납입기간이 길수록 보험료는 저렴합니다. 하지만 보험료 납입기간이 짧은 것에 비해서 긴 것은 그만큼 이자가 더 포함되어 있다는 점도 잊어서는 안 됩니다."
57,"암보험의 단일상품과 암특약 가입은 어떤 차이가 있나","암보장은 건강보험의 암특약을 통해서도 보장을 받을 수 있지만, 건강보험에서 보장하는 암진단금은 보통 2천만원 정도이며, 많은 경우 3천만원 정도입니다. 따라서 고액의 암치료비(암진단금) 보장을 원하실 경우에는 개별상품(암보험)으로 가입하는 것이 좋습니다. 또한 일반적으로 (건강보험의 암특약과 순수보장형 암보험을 비교할 때) 동일한 암진단금을 건강보험의 특약으로 가입하는 것보다 암보험으로 가입하는 것이 보험료 측면에서 유리합니다."
62,"암 여부는 어떻게 판단하나","암인지의 판단 여부는 한국표준질병사인분류에서 C로 시작하는 병명을 말하는 것이 일반적이며, 전문의가 발행한 진단서 상에 기재가 되어 있습니다. 뇌하수체종양은 질병사인분류코드상 D로에 해당하므로 암으로 분류되지 않는 것으로 알려져 있습니다. 뇌하수체종양의 경우 발생부위가 광범위하고 상당히 복잡하므로 좀더 자세한 보상여부는 전문의와 상담하시거나 보험사로 연락하셔서 가입하신 특약을 확인해 보시기 바랍니다."
63,"암보험 상품 중 소멸형과 환급형의 차이점은","암보험 상품은 보험기간 만료시에 이미 납입한 보험료를 돌려받을 것인지 말 것인지에 따라 '환급형'과 '소멸형'으로 나눕니다. '환급형'은 보험료가 다소 비싼 반면에 보험만기시 납입보험료의 전부 또는 일부를 돌려받을 수 있습니다. '소멸형'은 보험료가 싼 반면에 보험만기시 납입보험료를 돌려받을 수 없습니다. '진단형'과 '종합형' 모두에 보험료 '환급형'과 '소멸형' 상품이 있습니다."
64,"판매 중지된 암보험의 가입자는 원래대로 보상받을 수 있나","보험상품은 주기적으로 새로운 상품으로 대체되거나 또는 일부 내용이 개정되어 판매가 되지만 가입하신 상품의 판매가 중지되어 없어졌다고 해도 보상을 받는데는 전혀 문제가 없습니다. 또한 가입한 상품과 동일한 상품의 보장내용이 가입 후에 변경되었다고 해도 가입시점의 보장내용대로 보장을 받을 수 있습니다."
65,"보험료를 미리 납부하면 할인되나","암보험 가입시 일시납 등의 방법으로 보험료를 미리 납입하면 이자 상당액을 할인받을 수 있기 때문에 납입보험료의 절대적인 금액은 작아집니다. 하지만 암보험의 경우 가입기간 중 보험금 조기수령, 납입면제혜택, 납입보험료의 화폐가치 하락 등을 고려할 때 납입보험료를 일시에 내는 것보다는 납입기간을 길게하여 가급적 길게 나누어 내는 것이 유리합니다."
66,"해약시 납입보험료보다 해약환급금이 적은 이유는","보험은 은행의 저축과는 달리 위험보장과 저축을 겸비한 제도입니다. 따라서 계약자가 납입한 보험료 중 일부는 불의의 사고를 당한 가입자에게 지급되는 보험금으로, 다른 일부는 회사가 보험계약을 유지관리하기 위한 비용(사업비) 등으로 사용되므로, 중도 해약시 지급되는 해약환급금은 납입한 보험료보다 적거나 없을 수도 있습니다."
67,"부활청약시 직업이 바뀌었다고 보험회사가 거절할 수 있나","해지된 계약을 부활하는 부활청약은 신계약청약과 동일한 기준과 절차에 따라 이루어지기 때문에 보험계약 해지 후 피보험자의 직업이 신계약 인수기준에 따라 인수를 금지하는 위험 직종으로 변경되었다면 부활청약을 보험회사가 거절할 수 있습니다."
68,"진단형 암보험은 진단금만 지급되고 다른 보험금이 없나","'진단형' 암보험은 진단금만 1회 지급하고다른 보험금은 없습니다. 따라서 '진단형' 암보험을 가입할 때는 보장금액을충분히 높이는 것이 좋습니다. '진단형'은 일시금으로 지급되기 때문에치료 방법과 자금의 활용도가 자유롭습니다. 그래서 보장항목은많지만 미리 정해진사유가 발생할 때만 보험금이 지급되는 '종합형'보다 더 좋습니다."
71,"부부가 동시에 가입할 수 있는 암보험 상품이 있나","부부가 동시에 하나의 증권으로 가입할 수 있는 암보험 상품은 없습니다. 따라서 각각 가입하셔야 합니다. 암보험은 암진단금을 중심으로 설계되는 비교적 단순한 상품이므로 필요한 진단금 수준을 결정하신 뒤 각각 유리한 상품으로 선택하시는 것이 좋습니다."
72,"암보험에도 직업에 따른 가입제한이 있나","건강보험은 직업에 따른 가입 제한에 있어 까다로운 편이지만, 암보험은 가입이 상대적으로 수월한 편입니다. 그렇지만 여전히 직업에 따른 제한이 있으므로, 보험가입시 전문가와 상의하는 것이 좋습니다."
73,"배우자의 암경력이 암보험 가입에 영향을 주나","배우자의 병력은 보험가입에 전혀 영향을 미치지 않습니다. 따라서 본인에게 병력이 없다면 암보험 가입에 문제가 없습니다."
74,"신종 암을 보장해주는 암보험 있나","현재 판매되고 있는 모든 암보험 상품의 보장내역이 동일한 것은 아니며, 전자파암 같은 신종 암까지도 보장을 해주는 상품은 몇몇 보험사에서 판매가 되고 있습니다. 보험 가입시 전문가와 상의하는 것이 좋습니다."
75,"암보험의 환급형보험을 소멸형보험으로 전환 가능한가","암보험을 만기환급형으로 가입했다가 소멸형(순수보장형)으로 전환하는 것은 가능하지 않습니다."
76,"암보험료는 진단금 규모에 따라 달라지나","그렇습니다. 진단금의 규모에 따라 보험료가 달라집니다. 진단금이란 병원에서 암으로 진단되었을 때 일시에 지급하는 확정 보험금을 말합니다. 따라서 암진단금을 적게 주는 상품일수록 보험료가 저렴합니다. 수술비, 입원비, 치료비 등처럼 해당 사유가 발생할 때만 지급하는 보장항목은 암진단금을 대신할 수 없습니다. 암으로 진단되더라도 수술이나 입원이 최선은 아닐 수 있고, 또 보험금을 받기 위해서 억지 수술을 받아서도 안되기 때문입니다. 만일 암진단금이 낮으면서 보험료가 싸다면, 그 상품은 보장이 낮은 것이지 보험료가 싼 것은 아니라는 사실을 유의하십시오."
78,"암보험료는 보험사의 사업비 규모에 따라 달라지나","그렇습니다. 보험사의 사업비 규모에 따라 보험료가 달라집니다. 사업비란 보험사의 직원 봉급, 광고비, 설계사 수당  및 그 외 운영비 등을 말합니다. 사업비는 소비자가 내는 보험료에 포함됩니다. 따라서 사업비가 적은 보험상품은 당연히 보험료도 내려갑니다. 보험료 중에서 사업비가 얼마나 되느냐고요? 놀라지 마십시오. 사업비가 적게는 22.22%에서 많게는 67.62%까지 차지하고 있습니다. ("생보사 주요상품 예정사업비율", 머니투데이 2004-11-03 보도) 보험사별로 보험료가 크게 차이날 수 있는 이유가 여기에 있습니다. 보장내용이 같은데도 비싼 상품을 선택한다면 보험사 직원과 설계사를 고액 봉급자로 만들어주고, 보험사를 키우는 광고비와 운영비를 대주는 후원자가 되는 것과 다름없습니다.
[참고] 보험상품별 사업비의 비중은 보험사가 공개하지 않기 때문에 알 수 없습니다. 위 머니투데이의 보도 자료는 소비자단체에서 일부 보험사의 자료를 입수하여 공개한 것입니다."
79,"치료기간 중 보험기간이 만료되었을 때 암보험에서의 보장은","일반적으로 치료기간 중 보험기간이 만료되었을 경우에는 계속적인 입원일 경우에 한하여 입원비 등의 보험금을 지급받을 수 있습니다. 하지만 개별 상품의 약관규정에 따라 달라질 수 있으므로 가입하려는 상품의 약관내용을 살펴 보시기를 바랍니다."
80,"상품 설명이 불충분한데 취소할 수 있나","보험가입자는 가입시점에서 담당 설계사나 대리점으로부터 약관의 중요한 내용에 대하여 충분한 설명을 듣지 못한 경우 보험계약일로부터 3개월 이내에 계약을 취소할 수 있습니다."
81,"암보험 상품 중 개인형과 가족형의 차이점은","암보험 상품은 한 가족이라도 따로 따로 가입하는 것이 기본입니다. 그런데 15세 미만에 대해서는 암보험을 받아주는 보험사가 드뭅니다. 대신에 부모가 암보험을 가입하면서 자녀 특별약관을 첨부할 수 있는 보험사가 있습니다. 개인별로 가입하는 암보험을 '개인형'이라고 부른다면 부모의 암보험에 자녀 특별약관을 첨부할 수 있는 암보험을 '가족형'이라고 부를 수 있습니다."
85,"신기술로 수술해도 암보험에서 보장이 가능하나","불가능합니다. 현재 시점에서 아직 보편화되지 않은 신기술의 수술비는 보험금을 지급하지 않습니다. 따라서 수술비, 입원비, 방사선치료비 등 다양한 급부를 강조하는 상품보다는 암진단금을 일시에 지급하는 상품이 더 효과적입니다. 암진단금을 받아서 신기술로 치료를 받을 수 있기 때문입니다."
86,"일반질병에 대한 치료비 보장이 있는 암보험 상품이 있나","암보험에 가입하는 경우 기타 질병에 대한 보장도 특약을 통해서 가입할 수 있지만, 질병과 재해에 대한 치료비 보장은 일반 건강보험보다 미흡하기 때문에 가급적 암보장과 기타질병 및 재해에 대한 치료비 보장은 암보험과 건강보험으로 나누어 보장받는 것이 좋습니다. 만일 어느 한 가지 상품만 가입한다면 건강보험에 암특약을 추가하는 것이 암보험에 질병 및 재해에 대한 치료비 특약을 추가하는 것보다 보장면에서 더 낫습니다."
87,"암보험료는 연령에 따라 달라지나","그렇습니다. 연령에 따라 보험료가 달라집니다. 암에 걸릴 가능성이 낮은 사람은 보험료도 저렴할 것입니다. 연령이 낮은 사람의 암보험료가 낮은 이유도 그런 때문입니다. 통계청이 발표한 2003년의 연령대별 사망원인을 보면 40대 이상에서는 모두 암이 1위지만 10대 미만과 30대에서는 2위이고 10대, 20대에서는 3위로 내려갑니다. 따라서 10대 및 20대에 암보험을 가입하면 보험료가 낮을 수밖에 없습니다.
[참고] 연령이 낮을 때 가입하면 보험료가 싸지만 유리한 것은 아니며, 연령이 높을 때 가입하면 보험료가 비싸지만 불리한 것도 아닙니다. 연령별 보험료 차이는 암 발생 가능성에 따라 낮거나 높을 뿐이기 때문입니다."
88,"암보험료는 보장기간에 따라 달라지나","그렇습니다. 보장기간에 따라 보험료가 달라집니다. 보장기간이 짧으면 보험료가 저렴한 것은 보험상품의 공통된 특징입니다. 암보험의 보장기간은 보험사마다 다르지만 10년, 15년, 20년 등 햇수로 정하는 방식과 60세, 65세, 70세, 80세 등 나이로 정하는 방식이 있습니다. 어느 것을 선택하든지 햇수로 계산한 보장기간이 짧을수록 보험료는 저렴합니다."
89,"어린이가 가입할 수 있는 암보험 상품이 있나","현재 각 암보험이나 질병관련 보험상품은 만15세 이상을 가입대상으로 합니다. 어린이의 암 보장을 원한다면 암보험보다는 어린이보험으로 가입하여야 합니다. 어린이보험은 일반적으로 상해 및 질병관련 담보 외에 배상책임까지 종합적으로 보장합니다."
90,"암보험료는 만기환급률에 따라 달라지나","그렇습니다. 만기환급률에 따라 보험료가 달라집니다.
보험료 환급형 암보험을 선택할 때는 매월 납입하는 보험료에만 관심을 두지 말고 만기 환급금에도 신경을 쓰십시오. 대개의 환급형 상품은 주계약 납입보험료의 100%를 환급해 주는데 반해, 일부 보험사는 50%만 환급해 주는 경우도 있습니다. 예를 들어 매월 보험료로 5만원씩 20년간 낸다면 환급률이 100%일 때는 만기에 1,200만원을 돌려받지만, 환급률이 50%일 때는 만기에 600만원을 돌려받게 됩니다. 이렇게 실제 보험료는 환급률에 따라 2배나 차이날 수 있습니다.
[참고] 생명보험의 경우 보장기간이 길기 때문에 보험가입자는 매월 납입하는 보험료의 절대 액수에만 집중하는 경향이 있습니다. 만기환급률을 놓치게 되면 큰 손해를 볼 수 있으므로 주의하십시오."
91,"가족이 함께 가입할 수 있는 암보험도 있나","가족이 함께 가입이 가능한 암보험을 판매하는 보험사는 거의 없습니다. 참고로 암보험은 가족이 함께 가입하는 것보다 개인 단위로 가입하는 것이 더 좋습니다. 보장금액도 가족 구성원별로 다르게 가입할 수 있고, 특히 주계약이 해지되었을 때 온 가족의 암보험이 모두 해지되는 일을 막을 수 있기 때문입니다. (주피보험자가 사망할 경우 주계약이 해지될 수 밖에 없음)"
92,"암보험료는 성별에 따라 달라지나","그렇습니다. 남자냐 여자에 따라 보험료가 달라집니다. 남자가 암에 걸릴 가능성은 여자보다 1.72배 높습니다.  통계청의 2003년 사망원인 통계결과에 따르면 25.9%가 암으로 사망했는데, 성별로 구분해 본다면 남자의 29.7%가 암사망자였고, 여자의 21.2%가 암사망자였습니다. 따라서 여자의 암보험료가 남자보다 낮을 수밖에 없습니다."
101,"암보험 상품 중 진단형과 종합형 차이는","암보험 상품은 보험금을 지급하는 방식에 따라 '진단형 암보험'과 '종합형 암보험'으로 나눌 수 있습니다. '진단형' 암보험이란 암으로 진단될 때 고액을 진단금으로 지급하고 더 이상 보험금을 지급하지 않는 상품을 말합니다. '종합형' 암보험이란 암으로 진단될 때 지급하는 진단금은 적지만 그 대신 수술, 입원, 방사선치료, 항암약물치료, 통원 등의 사유가 있을 때 보험금을 지급하는 상품을 말합니다. 암보험은 '종합형'보다는 '진단형'이 더 유용합니다. '진단형'은 암으로 진단되면 일시금을 받으므로 치료 방법과 자금의 활용도가 자유로운 반면, '종합형'은 미리 정해진 사유가 발생할 때만 보험금을 받을 수 있으므로 치료 방법이 제한되고 자금의 활용도가 부자유합니다."
103,"암보험 해약시 보험금 돌려받는가","암보험 가입 중 보험계약을 해지한 경우 만기환급형 상품을 가입했다면 해약시점에서의 해약환급금을 돌려받을 수 있습니다. 하지만 순수보장형상품을 가입했다면"
105,"80세이후까지 보장되는 암보험 있나","아직까지 암진단금은 80세까지만 보장이 가능합니다. 다만 정액보상형 생명보험상품 중에는 수술비와 입원비를 80세 이후까지도 보장하는 상품이 일부 있습니다.   
 "
110,"건강보험과 암보험을 따로 가입해야 할까","암은 별도의 암보험으로도 보장을 받을 수 있고, 건강보험의 특약으로도보장을 받을 수 있으나 고액의 진단금보장을 원하신다면 별도의 암보험을 가입하시는것이 좋습니다.
   "
118,"암 진단 후 다른 암에서 전이된 것으로 밝혀진 경우의 보상은","난소암으로 진단된 후, 위암에서 전이된 암이라고 밝혀진 경우 최초 진단확정된 암은?
신청요지
자궁근종으로 수술을 받고 난소암으로 진단받았으나, 종합검사결과 위암이 난소로 전이되어 난소암이 발생하였다면 최초로 진단확정된 암은 위암이므로 위암관련 보험금이 지급되어야 함.
결정내용
해당 보험 특약 제3조(보험금 지급사유)에 의하면 피보험자가 암보장 책임개시일 이후에 최초로 암으로 진단확정되고 그 암이 다발성암(여성의 경우 위암, 유방암, 자궁암)일 때에는 다발성 암치료비를 지급한다고 규정하고 있는 바, 암진단후 그 암은 전이된 암이었고 원발성 암은 다른 암이었다고 진단된 경우, 위 특약에서 최초로 진단확정된 암의 의미는 아래와 같은 이유를 감안하여 볼 때, 원발성 암을 의미하는 것으로 해석함이 타당하다고 판단됨.
의료경험칙상 암은 전이되는 특성을 가졌음에도 먼저 발견된 부위에 따라 암의 종류가 확정되는 것은 불합리한 점.
최초로 암이 발생한 시기 및 원인보다는 병원에서의 암진단시점에 따라 암이 확정된다면 암보험금 지급과 관련하여 보험수익자에게 불리하게 적용될 소지가 있는 점.병원의 조직검사결과 원발성 암은 위암이고 위에서 난소로 전이되어 난소암이 발생되었음이 밝혀졌으므로 최초로 진단확정된 암은 위암이라고 보아야 할 것임
본건의 경우 최초로 진단확정된 암은 위암이라고 볼 수 있으므로 보험회사는 특약에서 정하고 있는 위암 치료비를 지급하여야 함.
위 사례와 같이 최초에 암에 걸린 것으로 진단확정된 암에따라서 보험금이 지급된다."
119,"암보험 가입시 간염보균사실 미고지의 고지의무위반 여부","암보험 가입시 간염보균사실 미고지의 고지의무위반 여부
신청요지
2년전 직장에서 실시한 건강검진에서 B형 간염보균자로 판정받은 사실이 있었으나 그후로 아무런 불편을 느끼지 못해서 별다른 정밀검사나 투약치료를 받지 않고 지내다가 모집인의 권유로 암을 담보하는 생명보험에 가입하게 되었다.
가입후 1년여 경과한 시점에서 갑자기 건강이 악화된 피보험자가 병원에 입원해 정밀검사를 받은 결과 간암으로 진단되어 보험금을 청구하자, 보험회사에서는 보험가입 전에 직장건강검진에서 간염보균자로 판정받은 사실이 있다는 이유로 고지의무위반에 해당된다며 보험금 지급을 거절한 채 보험계약을 해지하는 것은 부당하다.
결정내용
상법 및 보험약관에서는 계약자 또는 피보험자가 고의 또는 중대한 과실로 인하여 보험금 지급사유 발생에 영향을 미치는 고지의무를 위반한 때에는 보험금 지급사유 발생 여부에 관계없이 보험회사는 계약을 해지할 수 있도록 정하고 있다.
한편 가입당시 작성되는 청약서에서는 "최근 5년 이내에 다음과 같은 병명이나 증상으로 계속 7일이상 치료, 복약, 입원하였거나 또는 수술, 정밀검사(심전도, X선, 종합건강진단 등)를 받은 적이 있습니까?"라고 질문하면서 "간염, 지방간, 간기능장애"를 명시하고 있다. 고지의무위반과 관련해 청약시 계약자가 고의 또는 중대한 과실로 B형 간염 보균사실을 기재하지 않았는지 여부가 주요쟁점이라 할 것인데, 평소 B형간염균을 가지고 있었으나 정상적인 생활을 영위하는데 불편이 없었고, 청약서에 기재된 것처럼 계속 7일 이상 치료받은 사실이 없고 별도의 정밀검사를 받은 사실도 없으므로 본인 스스로 중요한 질병으로 인식하지 못하고 생활하였던 자였음을 어렵지 않게 추단할 수 있으므로 신청인에게 고의 또는 중대한 과실로 인한 고지의무위반의 책임을 묻기 어렵다고 판단해서 보험금을 지급하는 것으로 결정."
120,"암보험 가입시 암진단금은 어느 정도로 해야 하나","암의 치료비용은 그 발생부위와 치료방법 등에 따라 차이가 있습니다. 남성의 암발병 1위인 폐암의 경우 그 수술비, 입원비를 포함하여 총 2,000만원 정도의 치료비가 필요하다고 합니다. 치료후 현업에 복귀하기까지 그 휴직기간동안 경제적 손실까지 감안한다면 암의 치료비는 일반 가정에 커다란 부담이 되는 금액이라 할 수 있습니다.
백혈병을 포함한 소암암의 경우도 항암치료와 골수이식 등을 받아야 하는데, 그 경우 의료보호환자가 아닌 경우와 수술 후 처치시 추가비용을 고려하면 대략 2,000만원 정도의 치료비가 소요됩니다. 이처럼 암보험 가입시 고려하실 점은 암의 수술비와 입원비, 추가 치료비용뿐만 아니라 간호 및 휴직으로 인한 경제적 손실 및 생활비 등을 고려한 충분한 진단비를 감안하셔서 선택하시는 것이 좋습니다."
121,"암보험 단일상품vs생보사 암특약vs손보사 암특약","암은 암보험 단일상품으로 가입하거나 건강보험(또는 종신보험)의 선택특약으로 가입함으로써 보장받을 수 있습니다. 진단금을 고액(4천만원 이상)으로 보장받기 위해서는 암보험 단일상품으로 가입하는 것이 유리하며, 암진단금이 크지 않아도 되고 질병과 재해를 함께 보장받기 위해서라면 건강보험의 특약을 통해 보장받는 것이 유리합니다. 의료실비는 손해보험사의 건강보험상품으로 가입하셔야 보장받을 수 있습니다."
122,"암보험에서 지정하는 3대암, 7대암은 무엇인가","건강보험에서 말하는 12대, 7대 질병은 주요 성인병으로써 보험상품마다 보장하는 질병종류에 대해 약관에 상세히 명시되어 있습니다. 예를 들면 삼성생명 종신보험의 7대질환보장특약에서 보장하는 질병은 뇌혈관질환, 심질환, 고혈압, 당뇨병, 위.십이지장궤양, 만성호흡기질환, 간질환입니다."
125,"자궁체부 부담보시 자궁암 보험금 받을 수 있나","암> 보상청구> 보상가능 여부
자궁체부 부담보로 계약이 체결되신 분께서 자궁암 진단을 받으셨습니다. 보험금 지급은 어떻게 되든지 알고 싶습니다.
자궁체부 부담보는 제왕절개에 대한 부담보이므로 자궁암 진단을 받으셨을 경우 보장 가능합니다. 단, 자궁 부담보가 들어가면 자궁암 뿐 아니라 자궁에 관련된 어떤 질병도 보장받으실 수 없습니다."
126,"종양이 너무 커 조직검사 할 수 없을 때 대체서류","암보험>보상청구>보상청구 과정
간암 진단을 받으신 분이 종양이 너무 커서 조직검사를 할 수가 없었다고 합니다. 이럴 경우 대체할 수 있는 서류가 어떤 것이 있는지 알고 싶습니다.
암 말기 상태이거나 종양이 너무 커서 조직검사를 할 수 없으신 경우는 CT 또는 MRI 기록지(진단방사선과 판독소견서) 및 암진단을 한 검사결과지(혈액검사 등)를 같이 첨부해 주시면 됩니다."
131,"해외체류시 암보험 보장 가능한가","해외에서 발생한 보험사고에 대해서도 보상이 가능합니다. 또한 보험금의청구는 국내에서 이루어져야 하기 때문에 보험금청구에 필요한 서류를 모두 갖추어한국의 보험사로 보내 주셔야 합니다."
